6.407	1.000	10.000	2094.00000	0.29702
6.407	1.100	10.000	2131.00000	0.36033
6.407	1.200	10.000	2157.00000	0.41916
6.407	1.300	10.000	2176.00000	0.47130
6.407	1.400	10.000	2191.00000	0.51553
6.407	1.500	10.000	2203.00000	0.55227
6.407	1.600	10.000	2215.00000	0.58259
6.407	1.700	10.000	2228.00000	0.60824
6.407	1.800	10.000	2242.00000	0.62995
6.407	1.900	10.000	2260.00000	0.64961
6.407	2.000	10.000	2280.00000	0.66686
6.407	2.100	10.000	2305.00000	0.68317
6.407	2.200	10.000	2334.00000	0.69859
6.407	2.300	10.000	2369.00000	0.71398
6.407	2.400	10.000	2408.00000	0.72837
6.407	2.500	10.000	2452.00000	0.74258
6.407	2.600	10.000	2500.00000	0.75574
6.407	2.700	10.000	2553.00000	0.76736
6.407	2.800	10.000	2609.00000	0.78161
6.407	2.900	10.000	2669.00000	0.79411
6.407	3.000	10.000	2732.00000	0.80614
6.407	3.100	10.000	2798.00000	0.81765
6.407	3.200	10.000	2866.00000	0.82880
6.407	3.300	10.000	2937.00000	0.83986
6.407	3.400	10.000	3011.00000	0.85081
6.407	3.500	10.000	3089.00000	0.86141
6.407	3.600	10.000	3171.00000	0.87187
6.407	3.700	10.000	3258.00000	0.88317
6.407	3.800	10.000	3352.00000	0.89411
6.407	3.900	10.000	3453.00000	0.90535
6.407	4.000	10.000	3563.00000	0.91735
6.407	4.100	10.000	3681.00000	0.92978
6.407	4.200	10.000	3805.00000	0.94277
6.407	4.300	10.000	3932.00000	0.95623
6.407	4.400	10.000	4056.00000	0.96987
6.407	4.500	10.000	4175.00000	0.98397
6.407	4.600	10.000	4284.00000	0.99883
6.407	4.700	10.000	4378.00000	1.01390
6.407	4.800	10.000	4447.00000	1.02987
6.407	4.900	10.000	4470.00000	1.04610
6.407	5.000	10.000	4424.00000	1.06117
6.407	1.000	11.000	1680.00000	0.35714
6.407	1.100	11.000	1687.00000	0.42028
6.407	1.200	11.000	1688.00000	0.47509
6.407	1.300	11.000	1687.00000	0.52084
6.407	1.400	11.000	1684.00000	0.55799
6.407	1.500	11.000	1683.00000	0.58867
6.407	1.600	11.000	1682.00000	0.61387
6.407	1.700	11.000	1684.00000	0.63619
6.407	1.800	11.000	1688.00000	0.65553
6.407	1.900	11.000	1694.00000	0.67329
6.407	2.000	11.000	1704.00000	0.69016
6.407	2.100	11.000	1718.00000	0.70671
6.407	2.200	11.000	1734.00000	0.72190
6.407	2.300	11.000	1754.00000	0.73697
6.407	2.400	11.000	1778.00000	0.75148
6.407	2.500	11.000	1804.00000	0.76570
6.407	2.600	11.000	1833.00000	0.77867
6.407	2.700	11.000	1865.00000	0.79193
6.407	2.800	11.000	1898.00000	0.80458
6.407	2.900	11.000	1933.00000	0.81699
6.407	3.000	11.000	1969.00000	0.82870
6.407	3.100	11.000	2006.00000	0.84039
6.407	3.200	11.000	2045.00000	0.85208
6.407	3.300	11.000	2084.00000	0.86294
6.407	3.400	11.000	2125.00000	0.87377
6.407	3.500	11.000	2167.00000	0.88485
6.407	3.600	11.000	2211.00000	0.89587
6.407	3.700	11.000	2258.00000	0.90719
6.407	3.800	11.000	2307.00000	0.91803
6.407	3.900	11.000	2361.00000	0.93026
6.407	4.000	11.000	2417.00000	0.94230
6.407	4.100	11.000	2476.00000	0.95562
6.407	4.200	11.000	2533.00000	0.96901
6.407	4.300	11.000	2586.00000	0.98252
6.407	4.400	11.000	2632.00000	0.99697
6.407	4.500	11.000	2666.00000	1.01138
6.407	4.600	11.000	2685.00000	1.02638
6.407	4.700	11.000	2683.00000	1.04194
6.407	4.800	11.000	2651.00000	1.05786
6.407	4.900	11.000	2576.00000	1.07333
6.407	5.000	11.000	2454.00000	1.08680
6.407	1.000	12.000	1345.00000	0.41019
6.407	1.100	12.000	1335.00000	0.46908
6.407	1.200	12.000	1324.00000	0.51759
6.407	1.300	12.000	1314.00000	0.55490
6.407	1.400	12.000	1304.00000	0.58845
6.407	1.500	12.000	1296.00000	0.61451
6.407	1.600	12.000	1290.00000	0.63704
6.407	1.700	12.000	1286.00000	0.65746
6.407	1.800	12.000	1285.00000	0.67632
6.407	1.900	12.000	1286.00000	0.69401
6.407	2.000	12.000	1290.00000	0.71114
6.407	2.100	12.000	1296.00000	0.72727
6.407	2.200	12.000	1305.00000	0.74274
6.407	2.300	12.000	1316.00000	0.75763
6.407	2.400	12.000	1330.00000	0.77236
6.407	2.500	12.000	1345.00000	0.78655
6.407	2.600	12.000	1361.00000	0.79965
6.407	2.700	12.000	1379.00000	0.81261
6.407	2.800	12.000	1397.00000	0.82516
6.407	2.900	12.000	1416.00000	0.83787
6.407	3.000	12.000	1436.00000	0.85021
6.407	3.100	12.000	1455.00000	0.86146
6.407	3.200	12.000	1474.00000	0.87271
6.407	3.300	12.000	1494.00000	0.88455
6.407	3.400	12.000	1514.00000	0.89533
6.407	3.500	12.000	1534.00000	0.90662
6.407	3.600	12.000	1555.00000	0.91795
6.407	3.700	12.000	1577.00000	0.92929
6.407	3.800	12.000	1600.00000	0.94118
6.407	3.900	12.000	1624.00000	0.95361
6.407	4.000	12.000	1647.00000	0.96655
6.407	4.100	12.000	1669.00000	0.98004
6.407	4.200	12.000	1686.00000	0.99352
6.407	4.300	12.000	1696.00000	1.00772
6.407	4.400	12.000	1697.00000	1.02291
6.407	4.500	12.000	1684.00000	1.03758
6.407	4.600	12.000	1657.00000	1.05340
6.407	4.700	12.000	1608.00000	1.06844
6.407	4.800	12.000	1534.00000	1.08333
6.407	4.900	12.000	1433.00000	1.09724
6.407	5.000	12.000	1310.00000	1.11111
6.407	1.000	13.000	1078.00000	0.45447
6.407	1.100	13.000	1061.00000	0.50766
6.407	1.200	13.000	1045.00000	0.54971
6.407	1.300	13.000	1031.00000	0.58347
6.407	1.400	13.000	1019.00000	0.61128
6.407	1.500	13.000	1008.00000	0.63476
6.407	1.600	13.000	999.70000	0.65597
6.407	1.700	13.000	993.50000	0.67585
6.407	1.800	13.000	989.40000	0.69480
6.407	1.900	13.000	987.50000	0.71248
6.407	2.000	13.000	987.70000	0.72947
6.407	2.100	13.000	989.80000	0.74646
6.407	2.200	13.000	993.70000	0.76146
6.407	2.300	13.000	999.10000	0.77630
6.407	2.400	13.000	1006.00000	0.79150
6.407	2.500	13.000	1014.00000	0.80540
6.407	2.600	13.000	1022.00000	0.81891
6.407	2.700	13.000	1031.00000	0.83279
6.407	2.800	13.000	1040.00000	0.84553
6.407	2.900	13.000	1048.00000	0.85761
6.407	3.000	13.000	1057.00000	0.86996
6.407	3.100	13.000	1065.00000	0.88162
6.407	3.200	13.000	1073.00000	0.89342
6.407	3.300	13.000	1080.00000	0.90452
6.407	3.400	13.000	1087.00000	0.91653
6.407	3.500	13.000	1094.00000	0.92791
6.407	3.600	13.000	1101.00000	0.93942
6.407	3.700	13.000	1107.00000	0.95103
6.407	3.800	13.000	1114.00000	0.96367
6.407	3.900	13.000	1119.00000	0.97644
6.407	4.000	13.000	1122.00000	0.98942
6.407	4.100	13.000	1122.00000	1.00358
6.407	4.200	13.000	1115.00000	1.01734
6.407	4.300	13.000	1101.00000	1.03187
6.407	4.400	13.000	1078.00000	1.04762
6.407	4.500	13.000	1043.00000	1.06190
6.407	4.600	13.000	995.40000	1.07786
6.407	4.700	13.000	931.70000	1.09290
6.407	4.800	13.000	852.90000	1.10709
6.407	4.900	13.000	761.90000	1.12028
6.407	5.000	13.000	663.90000	1.13197
6.407	1.000	14.000	867.20000	0.49022
6.407	1.100	14.000	848.20000	0.53718
6.407	1.200	14.000	831.00000	0.57390
6.407	1.300	14.000	815.90000	0.60348
6.407	1.400	14.000	802.80000	0.62915
6.407	1.500	14.000	791.70000	0.65160
6.407	1.600	14.000	782.60000	0.67291
6.407	1.700	14.000	775.50000	0.69241
6.407	1.800	14.000	770.20000	0.71183
6.407	1.900	14.000	766.70000	0.72950
6.407	2.000	14.000	764.80000	0.74687
6.407	2.100	14.000	764.30000	0.76354
6.407	2.200	14.000	765.00000	0.77902
6.407	2.300	14.000	766.70000	0.79434
6.407	2.400	14.000	769.10000	0.80924
6.407	2.500	14.000	771.90000	0.82354
6.407	2.600	14.000	774.80000	0.83744
6.407	2.700	14.000	777.70000	0.85097
6.407	2.800	14.000	780.30000	0.86402
6.407	2.900	14.000	782.40000	0.87664
6.407	3.000	14.000	784.00000	0.88889
6.407	3.100	14.000	785.00000	0.90095
6.407	3.200	14.000	785.30000	0.91261
6.407	3.300	14.000	785.00000	0.92418
6.407	3.400	14.000	784.20000	0.93580
6.407	3.500	14.000	782.90000	0.94748
6.407	3.600	14.000	781.10000	0.95946
6.407	3.700	14.000	778.50000	0.97179
6.407	3.800	14.000	774.60000	0.98449
6.407	3.900	14.000	769.00000	0.99792
6.407	4.000	14.000	760.10000	1.01171
6.407	4.100	14.000	746.80000	1.02597
6.407	4.200	14.000	727.90000	1.04060
6.407	4.300	14.000	702.30000	1.05546
6.407	4.400	14.000	669.00000	1.07057
6.407	4.500	14.000	626.90000	1.08592
6.407	4.600	14.000	575.60000	1.10099
6.407	4.700	14.000	515.90000	1.11522
6.407	4.800	14.000	450.20000	1.12832
6.407	4.900	14.000	382.20000	1.13953
6.407	5.000	14.000	317.80000	1.14937
6.407	1.000	15.000	701.90000	0.51877
6.407	1.100	15.000	682.80000	0.55739
6.407	1.200	15.000	665.90000	0.59244
6.407	1.300	15.000	651.10000	0.62010
6.407	1.400	15.000	638.50000	0.64430
6.407	1.500	15.000	627.70000	0.66677
6.407	1.600	15.000	618.80000	0.68809
6.407	1.700	15.000	611.50000	0.70833
6.407	1.800	15.000	605.80000	0.72743
6.407	1.900	15.000	601.50000	0.74563
6.407	2.000	15.000	598.40000	0.76307
6.407	2.100	15.000	596.30000	0.78019
6.407	2.200	15.000	594.90000	0.79596
6.407	2.300	15.000	594.10000	0.81161
6.407	2.400	15.000	593.60000	0.82686
6.407	2.500	15.000	593.10000	0.84140
6.407	2.600	15.000	592.40000	0.85545
6.407	2.700	15.000	591.40000	0.86919
6.407	2.800	15.000	589.90000	0.88229
6.407	2.900	15.000	587.80000	0.89495
6.407	3.000	15.000	585.00000	0.90740
6.407	3.100	15.000	581.50000	0.91937
6.407	3.200	15.000	577.30000	0.93128
6.407	3.300	15.000	572.40000	0.94284
6.407	3.400	15.000	567.00000	0.95471
6.407	3.500	15.000	560.80000	0.96673
