      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
    5.000E-03  2.500E+00  9.067E-03  1.458E-01 -2.541E-03  1.028E-01  2.137E-09  6.850E-04 -2.518E-01 -4.692E-03 -1.676E-10 -1.784E-01
    1.000E-02  2.500E+00  1.342E-02  1.928E-01 -3.685E-03  1.359E-01  4.407E-09  9.722E-04 -3.330E-01 -6.777E-03 -3.302E-10 -2.359E-01
    2.000E-02  2.500E+00  1.942E-02  2.414E-01 -5.272E-03  1.701E-01  8.936E-09  1.374E-03 -4.167E-01 -9.678E-03 -6.446E-10 -2.953E-01
    5.000E-02  2.500E+00  3.096E-02  2.842E-01 -8.318E-03  2.000E-01  2.233E-08  2.158E-03 -4.899E-01 -1.535E-02 -1.567E-09 -3.475E-01
    1.000E-01  2.500E+00  4.327E-02  2.825E-01 -1.154E-02  1.984E-01  4.430E-08  2.990E-03 -4.859E-01 -2.141E-02 -3.140E-09 -3.452E-01
    2.000E-01  2.500E+00  5.915E-02  2.517E-01 -1.564E-02  1.761E-01  8.429E-08  4.062E-03 -4.313E-01 -2.931E-02 -5.524E-09 -3.072E-01
    3.000E-01  2.500E+00  6.994E-02  2.260E-01 -1.835E-02  1.576E-01  1.231E-07  4.786E-03 -3.857E-01 -3.479E-02 -7.948E-09 -2.755E-01
    4.000E-01  2.500E+00  7.804E-02  2.067E-01 -2.032E-02  1.436E-01  1.568E-07  5.327E-03 -3.514E-01 -3.898E-02 -9.851E-09 -2.516E-01
    5.000E-01  2.500E+00  8.440E-02  1.919E-01 -2.182E-02  1.328E-01  1.875E-07  5.751E-03 -3.249E-01 -4.237E-02 -1.165E-08 -2.333E-01
    7.500E-01  2.500E+00  9.566E-02  1.664E-01 -2.427E-02  1.141E-01  2.595E-07  6.499E-03 -2.789E-01 -4.868E-02 -1.528E-08 -2.016E-01
    1.000E+00  2.500E+00  1.029E-01  1.502E-01 -2.564E-02  1.019E-01  3.160E-07  6.988E-03 -2.489E-01 -5.322E-02 -1.721E-08 -1.813E-01
    2.000E+00  2.500E+00  1.162E-01  1.195E-01 -2.679E-02  7.739E-02  4.805E-07  7.990E-03 -1.875E-01 -6.502E-02 -1.848E-08 -1.417E-01
    3.000E+00  2.500E+00  1.214E-01  1.083E-01 -2.569E-02  6.617E-02  5.772E-07  8.610E-03 -1.580E-01 -7.474E-02 -1.803E-09 -1.257E-01
    5.000E+00  2.500E+00  1.293E-01  1.044E-01 -2.232E-02  5.496E-02  7.079E-07  9.951E-03 -1.249E-01 -9.822E-02  6.733E-08 -1.150E-01
    6.000E+00  2.500E+00  1.347E-01  1.070E-01 -2.053E-02  5.164E-02  7.652E-07  1.071E-02 -1.133E-01 -1.131E-01  1.087E-07 -1.147E-01
    7.000E+00  2.500E+00  1.415E-01  1.116E-01 -1.870E-02  4.908E-02  8.108E-07  1.148E-02 -1.032E-01 -1.303E-01  1.379E-07 -1.164E-01
    9.000E+00  2.500E+00  1.600E-01  1.257E-01 -1.477E-02  4.534E-02  7.977E-07  1.289E-02 -8.550E-02 -1.722E-01  6.399E-08 -1.245E-01
    1.000E+01  2.500E+00  1.720E-01  1.348E-01 -1.261E-02  4.391E-02  6.491E-07  1.345E-02 -7.747E-02 -1.970E-01 -1.139E-07 -1.305E-01
    1.200E+01  2.500E+00  2.013E-01  1.567E-01 -7.763E-03  4.158E-02 -3.431E-07  1.411E-02 -6.246E-02 -2.541E-01 -9.871E-07 -1.459E-01
    1.500E+01  2.500E+00  2.577E-01  1.973E-01  8.876E-04  3.881E-02 -5.533E-06  1.360E-02 -4.198E-02 -3.566E-01 -4.422E-06 -1.757E-01
    1.800E+01  2.500E+00  3.228E-01  2.420E-01  1.062E-02  3.617E-02 -1.876E-05  1.104E-02 -2.399E-02 -4.691E-01 -1.139E-05 -2.093E-01
    2.000E+01  2.500E+00  3.640E-01  2.695E-01  1.697E-02  3.420E-02 -3.296E-05  8.361E-03 -1.364E-02 -5.389E-01 -1.793E-05 -2.297E-01
    2.100E+01  2.500E+00  3.816E-01  2.810E-01  1.987E-02  3.310E-02 -4.140E-05  6.804E-03 -9.066E-03 -5.689E-01 -2.157E-05 -2.382E-01
    2.400E+01  2.500E+00  4.148E-01  3.016E-01  2.667E-02  2.924E-02 -6.859E-05  1.763E-03  2.029E-03 -6.267E-01 -3.263E-05 -2.519E-01
    2.500E+01  2.500E+00  4.176E-01  3.029E-01  2.814E-02  2.778E-02 -7.707E-05  9.611E-05  4.822E-03 -6.331E-01 -3.595E-05 -2.519E-01
    2.700E+01  2.500E+00  4.107E-01  2.969E-01  2.981E-02  2.466E-02 -9.117E-05 -3.000E-03  9.105E-03 -6.259E-01 -4.143E-05 -2.448E-01
    3.000E+01  2.500E+00  3.746E-01  2.706E-01  2.955E-02  1.986E-02 -1.026E-04 -6.712E-03  1.268E-02 -5.743E-01 -4.601E-05 -2.202E-01
    3.300E+01  2.500E+00  3.216E-01  2.332E-01  2.711E-02  1.543E-02 -1.025E-04 -9.138E-03  1.376E-02 -4.956E-01 -4.639E-05 -1.870E-01
    3.500E+01  2.500E+00  2.844E-01  2.070E-01  2.492E-02  1.287E-02 -9.793E-05 -1.011E-02  1.360E-02 -4.394E-01 -4.491E-05 -1.641E-01
