      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
   5.0000000E-03  3.000E+01  2.735E-05  1.335E-05  1.802E-05  9.041E-06  6.856E-11  4.358E-06 -2.218E-05  6.666E-06 -5.152E-11 -1.612E-05
   1.0000000E-02  3.000E+01  1.892E-05  1.773E-05  1.326E-05  1.196E-05 -1.279E-11  5.999E-06 -2.922E-05  5.112E-06  4.146E-11 -2.138E-05
   2.0000000E-02  3.000E+01  1.638E-05  2.228E-05  8.959E-06  1.492E-05 -2.037E-10  8.442E-06 -3.647E-05  3.480E-06  2.547E-10 -2.681E-05
   5.0000000E-02  3.000E+01  1.836E-05  2.648E-05  3.247E-06  1.742E-05 -8.208E-10  1.307E-05 -4.256E-05  1.135E-06  9.351E-10 -3.167E-05
   1.0000000E-01  3.000E+01  2.284E-05  2.674E-05 -1.485E-06  1.707E-05 -1.861E-09  1.804E-05 -4.169E-05 -8.635E-07  2.075E-09 -3.167E-05
   2.0000000E-01  3.000E+01  2.949E-05  2.453E-05 -6.797E-06  1.479E-05 -3.854E-09  2.446E-05 -3.613E-05 -3.127E-06  4.258E-09 -2.851E-05
   3.0000000E-01  3.000E+01  3.419E-05  2.262E-05 -1.016E-05  1.291E-05 -5.706E-09  2.881E-05 -3.160E-05 -4.560E-06  6.285E-09 -2.582E-05
   4.0000000E-01  3.000E+01  3.773E-05  2.120E-05 -1.261E-05  1.146E-05 -7.423E-09  3.204E-05 -2.818E-05 -5.596E-06  8.166E-09 -2.377E-05
   5.0000000E-01  3.000E+01  4.050E-05  2.013E-05 -1.450E-05  1.033E-05 -9.014E-09  3.457E-05 -2.553E-05 -6.390E-06  9.912E-09 -2.218E-05
   7.5000000E-01  3.000E+01  4.530E-05  1.837E-05 -1.779E-05  8.259E-06 -1.252E-08  3.894E-05 -2.091E-05 -7.745E-06  1.377E-08 -1.937E-05
   1.0000000E+00  3.000E+01  4.826E-05  1.735E-05 -1.989E-05  6.804E-06 -1.547E-08  4.167E-05 -1.789E-05 -8.571E-06  1.703E-08 -1.747E-05
   2.0000000E+00  3.000E+01  5.255E-05  1.609E-05 -2.348E-05  3.110E-06 -2.364E-08  4.582E-05 -1.179E-05 -9.711E-06  2.620E-08 -1.317E-05
   3.0000000E+00  3.000E+01  5.267E-05  1.671E-05 -2.439E-05  3.936E-07 -2.844E-08  4.623E-05 -9.024E-06 -9.588E-06  3.181E-08 -1.060E-05
   5.0000000E+00  3.000E+01  5.049E-05  2.041E-05 -2.445E-05 -4.773E-06 -3.332E-08  4.485E-05 -6.237E-06 -8.395E-06  3.823E-08 -6.804E-06
   7.0000000E+00  3.000E+01  4.813E-05  2.610E-05 -2.416E-05 -1.037E-05 -3.507E-08  4.322E-05 -4.750E-06 -6.913E-06  4.157E-08 -3.467E-06
   1.0000000E+01  3.000E+01  4.541E-05  3.725E-05 -2.397E-05 -2.003E-05 -3.457E-08  4.127E-05 -3.384E-06 -4.553E-06  4.371E-08  1.375E-06
