      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
    5.000E-03  7.500E+00  3.352E-04  1.655E-02 -4.197E-04  1.164E-02  5.455E-10  2.758E-04 -2.851E-02 -4.122E-04 -3.799E-10 -2.023E-02
    1.000E-02  7.500E+00  6.603E-04  2.189E-02 -7.270E-04  1.539E-02  1.376E-09  3.966E-04 -3.768E-02 -7.128E-04 -7.477E-10 -2.676E-02
    2.000E-02  7.500E+00  1.116E-03  2.741E-02 -1.138E-03  1.925E-02  3.081E-09  5.675E-04 -4.714E-02 -1.121E-03 -1.482E-09 -3.349E-02
    5.000E-02  7.500E+00  1.974E-03  3.228E-02 -1.904E-03  2.262E-02  8.173E-09  8.896E-04 -5.539E-02 -1.873E-03 -3.629E-09 -3.942E-02
    1.000E-01  7.500E+00  2.874E-03  3.211E-02 -2.708E-03  2.242E-02  1.652E-08  1.234E-03 -5.488E-02 -2.665E-03 -7.151E-09 -3.916E-02
    2.000E-01  7.500E+00  4.023E-03  2.865E-02 -3.734E-03  1.987E-02  3.227E-08  1.677E-03 -4.863E-02 -3.682E-03 -1.427E-08 -3.486E-02
    3.000E-01  7.500E+00  4.797E-03  2.577E-02 -4.423E-03  1.775E-02  4.708E-08  1.976E-03 -4.343E-02 -4.373E-03 -2.197E-08 -3.128E-02
    4.000E-01  7.500E+00  5.374E-03  2.359E-02 -4.933E-03  1.615E-02  6.133E-08  2.198E-03 -3.952E-02 -4.890E-03 -3.102E-08 -2.858E-02
    5.000E-01  7.500E+00  5.826E-03  2.192E-02 -5.329E-03  1.492E-02  7.502E-08  2.371E-03 -3.649E-02 -5.298E-03 -4.205E-08 -2.650E-02
    7.500E-01  7.500E+00  6.616E-03  1.904E-02 -6.009E-03  1.278E-02  1.092E-07  2.669E-03 -3.125E-02 -6.020E-03 -8.245E-08 -2.291E-02
    1.000E+00  7.500E+00  7.116E-03  1.720E-02 -6.425E-03  1.139E-02  1.459E-07  2.853E-03 -2.785E-02 -6.490E-03 -1.492E-07 -2.059E-02
    2.000E+00  7.500E+00  7.943E-03  1.361E-02 -7.021E-03  8.590E-03  3.794E-07  3.131E-03 -2.098E-02 -7.357E-03 -8.729E-07 -1.598E-02
    3.000E+00  7.500E+00  8.124E-03  1.216E-02 -7.031E-03  7.303E-03  8.687E-07  3.159E-03 -1.782E-02 -7.695E-03 -2.768E-06 -1.398E-02
    5.000E+00  7.500E+00  8.121E-03  1.120E-02 -6.720E-03  5.994E-03  3.067E-06  3.087E-03 -1.456E-02 -8.161E-03 -1.219E-05 -1.225E-02
    7.000E+00  7.500E+00  8.120E-03  1.128E-02 -6.385E-03  5.274E-03  7.324E-06  3.020E-03 -1.270E-02 -8.771E-03 -3.204E-05 -1.167E-02
    1.000E+01  7.500E+00  8.336E-03  1.233E-02 -5.990E-03  4.587E-03  1.778E-05  2.987E-03 -1.080E-02 -1.014E-02 -8.675E-05 -1.173E-02
    1.500E+01  7.500E+00  9.334E-03  1.552E-02 -5.539E-03  3.861E-03  4.288E-05  3.061E-03 -8.462E-03 -1.367E-02 -2.537E-04 -1.316E-02
    2.000E+01  7.500E+00  1.115E-02  2.017E-02 -5.182E-03  3.384E-03  6.701E-05  3.196E-03 -6.480E-03 -1.888E-02 -5.129E-04 -1.584E-02
    2.500E+01  7.500E+00  1.386E-02  2.630E-02 -4.796E-03  3.122E-03  7.345E-05  3.318E-03 -4.648E-03 -2.596E-02 -8.438E-04 -1.983E-02
    3.000E+01  7.500E+00  1.764E-02  3.422E-02 -4.303E-03  3.106E-03  4.456E-05  3.397E-03 -2.898E-03 -3.534E-02 -1.215E-03 -2.541E-02
    3.500E+01  7.500E+00  2.272E-02  4.443E-02 -3.654E-03  3.393E-03 -3.628E-05  3.420E-03 -1.216E-03 -4.763E-02 -1.593E-03 -3.305E-02
    4.000E+01  7.500E+00  2.942E-02  5.761E-02 -2.816E-03  4.046E-03 -1.828E-04  3.387E-03  3.942E-04 -6.363E-02 -1.941E-03 -4.336E-02
    4.500E+01  7.500E+00  3.812E-02  7.459E-02 -1.767E-03  5.121E-03 -4.039E-04  3.302E-03  1.918E-03 -8.437E-02 -2.229E-03 -5.706E-02
