      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
    5.000E-03  5.000E+00  1.553E-03  4.630E-02 -1.121E-03  3.261E-02  1.210E-09  4.729E-04 -7.986E-02 -1.356E-03 -4.696E-10 -5.663E-02
    1.000E-02  5.000E+00  2.606E-03  6.123E-02 -1.733E-03  4.311E-02  2.680E-09  6.776E-04 -1.056E-01 -2.090E-03 -9.450E-10 -7.488E-02
    2.000E-02  5.000E+00  4.038E-03  7.666E-02 -2.569E-03  5.393E-02  5.639E-09  9.671E-04 -1.321E-01 -3.113E-03 -1.877E-09 -9.373E-02
    5.000E-02  5.000E+00  6.739E-03  9.025E-02 -4.153E-03  6.339E-02  1.447E-08  1.515E-03 -1.552E-01 -5.025E-03 -4.636E-09 -1.103E-01
    1.000E-01  5.000E+00  9.592E-03  8.972E-02 -5.828E-03  6.284E-02  2.881E-08  2.100E-03 -1.539E-01 -7.061E-03 -9.258E-09 -1.095E-01
    2.000E-01  5.000E+00  1.325E-02  7.999E-02 -7.968E-03  5.573E-02  5.591E-08  2.853E-03 -1.364E-01 -9.692E-03 -1.949E-08 -9.748E-02
    3.000E-01  5.000E+00  1.573E-02  7.187E-02 -9.401E-03  4.982E-02  8.185E-08  3.361E-03 -1.220E-01 -1.149E-02 -3.248E-08 -8.743E-02
    4.000E-01  5.000E+00  1.758E-02  6.577E-02 -1.046E-02  4.537E-02  1.070E-07  3.739E-03 -1.110E-01 -1.284E-02 -5.026E-08 -7.987E-02
    5.000E-01  5.000E+00  1.904E-02  6.106E-02 -1.128E-02  4.193E-02  1.327E-07  4.032E-03 -1.026E-01 -1.391E-02 -7.438E-08 -7.404E-02
    7.500E-01  5.000E+00  2.159E-02  5.298E-02 -1.267E-02  3.597E-02  1.988E-07  4.541E-03 -8.799E-02 -1.583E-02 -1.751E-07 -6.398E-02
    1.000E+00  5.000E+00  2.322E-02  4.779E-02 -1.351E-02  3.211E-02  2.778E-07  4.857E-03 -7.850E-02 -1.711E-02 -3.558E-07 -5.749E-02
    2.000E+00  5.000E+00  2.601E-02  3.777E-02 -1.462E-02  2.433E-02  8.509E-07  5.353E-03 -5.930E-02 -1.971E-02 -2.421E-06 -4.469E-02
    3.000E+00  5.000E+00  2.676E-02  3.380E-02 -1.452E-02  2.079E-02  2.113E-06  5.450E-03 -5.041E-02 -2.105E-02 -7.859E-06 -3.925E-02
    5.000E+00  5.000E+00  2.720E-02  3.135E-02 -1.366E-02  1.728E-02  7.592E-06  5.476E-03 -4.110E-02 -2.353E-02 -3.457E-05 -3.483E-02
    7.000E+00  5.000E+00  2.779E-02  3.192E-02 -1.278E-02  1.545E-02  1.737E-05  5.556E-03 -3.565E-02 -2.682E-02 -8.975E-05 -3.377E-02
    1.000E+01  5.000E+00  2.972E-02  3.559E-02 -1.166E-02  1.389E-02  3.783E-05  5.829E-03 -2.988E-02 -3.378E-02 -2.375E-04 -3.506E-02
    1.500E+01  5.000E+00  3.622E-02  4.677E-02 -1.003E-02  1.262E-02  6.512E-05  6.478E-03 -2.247E-02 -5.139E-02 -6.637E-04 -4.198E-02
    2.000E+01  5.000E+00  4.749E-02  6.395E-02 -8.154E-03  1.226E-02  3.099E-05  7.050E-03 -1.601E-02 -7.792E-02 -1.270E-03 -5.426E-02
    2.500E+01  5.000E+00  6.468E-02  8.825E-02 -5.662E-03  1.269E-02 -1.333E-04  7.322E-03 -9.991E-03 -1.157E-01 -1.957E-03 -7.283E-02
    3.000E+01  5.000E+00  8.902E-02  1.214E-01 -2.382E-03  1.390E-02 -4.827E-04  7.172E-03 -4.321E-03 -1.674E-01 -2.601E-03 -9.915E-02
    3.500E+01  5.000E+00  1.209E-01  1.639E-01  1.629E-03  1.580E-02 -1.031E-03  6.509E-03  8.788E-04 -2.339E-01 -3.081E-03 -1.337E-01
    4.000E+01  5.000E+00  1.572E-01  2.121E-01  5.965E-03  1.799E-02 -1.716E-03  5.276E-03  5.349E-03 -3.096E-01 -3.304E-03 -1.733E-01
    4.500E+01  5.000E+00  1.888E-01  2.543E-01  9.776E-03  1.962E-02 -2.378E-03  3.514E-03  8.731E-03 -3.761E-01 -3.226E-03 -2.079E-01
    5.000E+01  5.000E+00  2.026E-01  2.734E-01  1.206E-02  1.970E-02 -2.818E-03  1.457E-03  1.073E-02 -4.068E-01 -2.880E-03 -2.230E-01
    5.500E+01  5.000E+00  1.925E-01  2.610E-01  1.238E-02  1.790E-02 -2.924E-03 -4.973E-04  1.133E-02 -3.887E-01 -2.373E-03 -2.115E-01
    6.000E+01  5.000E+00  1.652E-01  2.260E-01  1.126E-02  1.492E-02 -2.747E-03 -2.016E-03  1.090E-02 -3.353E-01 -1.835E-03 -1.810E-01
    6.500E+01  5.000E+00  1.330E-01  1.839E-01  9.546E-03  1.174E-02 -2.418E-03 -2.993E-03  9.908E-03 -2.709E-01 -1.356E-03 -1.448E-01
    7.000E+01  5.000E+00  1.038E-01  1.454E-01  7.822E-03  8.956E-03 -2.053E-03 -3.506E-03  8.732E-03 -2.117E-01 -9.710E-04 -1.118E-01
    7.500E+01  5.000E+00  8.024E-02  1.142E-01  6.341E-03  6.747E-03 -1.712E-03 -3.691E-03  7.580E-03 -1.636E-01 -6.792E-04 -8.501E-02
    8.000E+01  5.000E+00  6.224E-02  9.005E-02  5.147E-03  5.051E-03 -1.419E-03 -3.685E-03  6.513E-03 -1.265E-01 -4.648E-04 -6.441E-02
    8.500E+01  5.000E+00  4.873E-02  7.185E-02  4.208E-03  3.797E-03 -1.175E-03 -3.544E-03  5.611E-03 -9.853E-02 -3.102E-04 -4.891E-02
    9.000E+01  5.000E+00  3.862E-02  5.816E-02  3.474E-03  2.870E-03 -9.762E-04 -3.337E-03  4.844E-03 -7.742E-02 -2.000E-04 -3.728E-02
    1.000E+02  5.000E+00  2.521E-02  3.994E-02  2.444E-03  1.656E-03 -6.840E-04 -2.865E-03  3.646E-03 -4.924E-02 -6.856E-05 -2.185E-02
    1.050E+02  5.000E+00  2.075E-02  3.388E-02  2.080E-03  1.266E-03 -5.774E-04 -2.629E-03  3.183E-03 -3.982E-02 -3.178E-05 -1.674E-02
    1.100E+02  5.000E+00  1.728E-02  2.916E-02  1.787E-03  9.719E-04 -4.903E-04 -2.403E-03  2.791E-03 -3.247E-02 -7.285E-06 -1.278E-02
    1.150E+02  5.000E+00  1.454E-02  2.547E-02  1.548E-03  7.501E-04 -4.186E-04 -2.190E-03  2.457E-03 -2.668E-02  8.426E-06 -9.686E-03
    1.200E+02  5.000E+00  1.235E-02  2.254E-02  1.351E-03  5.849E-04 -3.592E-04 -1.992E-03  2.170E-03 -2.208E-02  1.787E-05 -7.240E-03
