      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
   5.0000000E-03  1.900E+01  5.178E-05  1.441E-04  3.564E-05  9.835E-05 -8.855E-11  2.592E-05 -2.405E-04  1.958E-05 -5.449E-11 -1.745E-04
   1.0000000E-02  1.900E+01  3.955E-05  1.911E-04  1.129E-05  1.300E-04 -2.133E-10  3.734E-05 -3.173E-04  5.250E-06  4.130E-11 -2.311E-04
   2.0000000E-02  1.900E+01  4.418E-05  2.401E-04 -1.642E-05  1.624E-04 -4.687E-10  5.368E-05 -3.963E-04 -1.128E-05  2.613E-10 -2.898E-04
   5.0000000E-02  1.900E+01  6.767E-05  2.853E-04 -6.206E-05  1.902E-04 -1.235E-09  8.426E-05 -4.635E-04 -3.900E-05  9.627E-10 -3.427E-04
   1.0000000E-01  1.900E+01  9.697E-05  2.877E-04 -1.066E-04  1.874E-04 -2.477E-09  1.170E-04 -4.558E-04 -6.615E-05  2.138E-09 -3.430E-04
   2.0000000E-01  1.900E+01  1.358E-04  2.636E-04 -1.613E-04  1.642E-04 -4.826E-09  1.591E-04 -3.982E-04 -9.967E-05  4.399E-09 -3.097E-04
   3.0000000E-01  1.900E+01  1.622E-04  2.427E-04 -1.975E-04  1.451E-04 -6.992E-09  1.875E-04 -3.511E-04 -1.219E-04  6.505E-09 -2.814E-04
   4.0000000E-01  1.900E+01  1.818E-04  2.271E-04 -2.243E-04  1.305E-04 -8.999E-09  2.086E-04 -3.156E-04 -1.384E-04  8.466E-09 -2.600E-04
   5.0000000E-01  1.900E+01  1.971E-04  2.153E-04 -2.452E-04  1.192E-04 -1.086E-08  2.251E-04 -2.882E-04 -1.512E-04  1.030E-08 -2.435E-04
   7.5000000E-01  1.900E+01  2.236E-04  1.956E-04 -2.813E-04  9.918E-05 -1.498E-08  2.536E-04 -2.407E-04 -1.735E-04  1.437E-08 -2.150E-04
   1.0000000E+00  1.900E+01  2.400E-04  1.837E-04 -3.039E-04  8.570E-05 -1.847E-08  2.712E-04 -2.100E-04 -1.875E-04  1.787E-08 -1.963E-04
   2.0000000E+00  1.900E+01  2.648E-04  1.651E-04 -3.394E-04  5.515E-05 -2.828E-08  2.972E-04 -1.491E-04 -2.100E-04  2.809E-08 -1.576E-04
   3.0000000E+00  1.900E+01  2.671E-04  1.643E-04 -3.445E-04  3.646E-05 -3.419E-08  2.987E-04 -1.222E-04 -2.139E-04  3.492E-08 -1.386E-04
   5.0000000E+00  1.900E+01  2.584E-04  1.833E-04 -3.361E-04  6.117E-06 -4.000E-08  2.869E-04 -9.544E-05 -2.106E-04  4.404E-08 -1.172E-04
   7.0000000E+00  1.900E+01  2.487E-04  2.173E-04 -3.252E-04 -2.385E-05 -4.088E-08  2.732E-04 -8.063E-05 -2.069E-04  5.005E-08 -1.038E-04
   1.0000000E+01  1.900E+01  2.390E-04  2.862E-04 -3.134E-04 -7.337E-05 -3.549E-08  2.559E-04 -6.575E-05 -2.066E-04  5.539E-08 -8.938E-05
   1.5000000E+01  1.900E+01  2.353E-04  4.338E-04 -3.051E-04 -1.658E-04 -1.117E-08  2.357E-04 -4.711E-05 -2.254E-04  5.509E-08 -7.222E-05
   2.0000000E+01  1.900E+01  2.437E-04  6.131E-04 -3.059E-04 -2.691E-04  3.041E-08  2.217E-04 -3.132E-05 -2.683E-04  4.088E-08 -6.211E-05
