      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
   5.0000000E-03  1.100E+01  7.679E-05  4.190E-03 -7.392E-05  2.939E-03  3.681E-11  1.278E-04 -7.196E-03 -6.068E-05 -1.890E-10 -5.118E-03
   1.0000000E-02  1.100E+01  1.435E-04  5.543E-03 -2.006E-04  3.885E-03  2.787E-10  1.845E-04 -9.511E-03 -1.637E-04 -3.192E-10 -6.769E-03
   2.0000000E-02  1.100E+01  2.600E-04  6.943E-03 -3.637E-04  4.859E-03  7.959E-10  2.647E-04 -1.190E-02 -2.973E-04 -5.685E-10 -8.474E-03
   5.0000000E-02  1.100E+01  4.916E-04  8.182E-03 -6.594E-04  5.708E-03  2.396E-09  4.154E-04 -1.397E-02 -5.371E-04 -1.278E-09 -9.976E-03
   1.0000000E-01  1.100E+01  7.365E-04  8.149E-03 -9.653E-04  5.653E-03  5.026E-09  5.765E-04 -1.383E-02 -7.857E-04 -2.393E-09 -9.917E-03
   2.0000000E-01  1.100E+01  1.048E-03  7.289E-03 -1.353E-03  5.004E-03  9.987E-09  7.837E-04 -1.224E-02 -1.102E-03 -4.447E-09 -8.839E-03
   3.0000000E-01  1.100E+01  1.257E-03  6.568E-03 -1.612E-03  4.466E-03  1.454E-08  9.234E-04 -1.092E-02 -1.315E-03 -6.291E-09 -7.939E-03
   4.0000000E-01  1.100E+01  1.413E-03  6.027E-03 -1.805E-03  4.059E-03  1.875E-08  1.027E-03 -9.922E-03 -1.474E-03 -7.956E-09 -7.261E-03
   5.0000000E-01  1.100E+01  1.534E-03  5.610E-03 -1.955E-03  3.745E-03  2.264E-08  1.108E-03 -9.153E-03 -1.599E-03 -9.433E-09 -6.737E-03
   7.5000000E-01  1.100E+01  1.746E-03  4.893E-03 -2.213E-03  3.199E-03  3.096E-08  1.247E-03 -7.821E-03 -1.818E-03 -1.249E-08 -5.833E-03
   1.0000000E+00  1.100E+01  1.879E-03  4.434E-03 -2.373E-03  2.843E-03  3.786E-08  1.332E-03 -6.956E-03 -1.959E-03 -1.486E-08 -5.247E-03
   2.0000000E+00  1.100E+01  2.090E-03  3.550E-03 -2.611E-03  2.114E-03  5.589E-08  1.456E-03 -5.215E-03 -2.200E-03 -1.918E-08 -4.077E-03
   3.0000000E+00  1.100E+01  2.126E-03  3.203E-03 -2.629E-03  1.765E-03  6.542E-08  1.459E-03 -4.420E-03 -2.270E-03 -1.850E-08 -3.557E-03
   5.0000000E+00  1.100E+01  2.096E-03  3.005E-03 -2.536E-03  1.375E-03  7.630E-08  1.393E-03 -3.612E-03 -2.323E-03 -1.008E-08 -3.081E-03
   7.0000000E+00  1.100E+01  2.062E-03  3.079E-03 -2.431E-03  1.120E-03  8.717E-08  1.320E-03 -3.165E-03 -2.396E-03  1.913E-09 -2.885E-03
   1.0000000E+01  1.100E+01  2.057E-03  3.433E-03 -2.311E-03  8.135E-04  1.137E-07  1.227E-03 -2.727E-03 -2.597E-03  1.933E-08 -2.807E-03
   1.5000000E+01  1.100E+01  2.178E-03  4.397E-03 -2.198E-03  3.692E-04  1.969E-07  1.113E-03 -2.224E-03 -3.198E-03  2.545E-08 -2.966E-03
   2.0000000E+01  1.100E+01  2.446E-03  5.697E-03 -2.145E-03 -4.447E-05  3.254E-07  1.021E-03 -1.826E-03 -4.132E-03 -4.454E-08 -3.374E-03
   2.5000000E+01  1.100E+01  2.856E-03  7.283E-03 -2.116E-03 -4.147E-04  4.757E-07  9.263E-04 -1.477E-03 -5.396E-03 -2.863E-07 -4.022E-03
   3.0000000E+01  1.100E+01  3.414E-03  9.173E-03 -2.088E-03 -7.225E-04  5.994E-07  8.202E-04 -1.157E-03 -7.017E-03 -8.594E-07 -4.949E-03
   3.5000000E+01  1.100E+01  4.136E-03  1.141E-02 -2.050E-03 -9.438E-04  6.107E-07  7.015E-04 -8.554E-04 -9.038E-03 -1.999E-06 -6.217E-03
   4.0000000E+01  1.100E+01  5.044E-03  1.409E-02 -1.992E-03 -1.058E-03  3.664E-07  5.716E-04 -5.712E-04 -1.152E-02 -4.015E-06 -7.906E-03
   4.5000000E+01  1.100E+01  6.170E-03  1.729E-02 -1.908E-03 -1.045E-03 -3.572E-07  4.355E-04 -3.037E-04 -1.457E-02 -7.276E-06 -1.012E-02
   5.0000000E+01  1.100E+01  7.558E-03  2.118E-02 -1.792E-03 -8.867E-04 -1.890E-06  2.999E-04 -5.328E-05 -1.829E-02 -1.218E-05 -1.298E-02
   5.5000000E+01  1.100E+01  9.264E-03  2.592E-02 -1.639E-03 -5.646E-04 -4.699E-06  1.723E-04  1.795E-04 -2.287E-02 -1.912E-05 -1.666E-02
   6.0000000E+01  1.100E+01  1.136E-02  3.176E-02 -1.442E-03 -6.155E-05 -9.415E-06  6.029E-05  3.947E-04 -2.852E-02 -2.842E-05 -2.135E-02
   6.5000000E+01  1.100E+01  1.394E-02  3.896E-02 -1.196E-03  6.387E-04 -1.684E-05 -2.900E-05  5.937E-04 -3.551E-02 -4.030E-05 -2.729E-02
   7.0000000E+01  1.100E+01  1.711E-02  4.786E-02 -8.931E-04  1.549E-03 -2.790E-05 -8.914E-05  7.812E-04 -4.415E-02 -5.481E-05 -3.474E-02
   7.5000000E+01  1.100E+01  2.099E-02  5.878E-02 -5.282E-04  2.677E-03 -4.358E-05 -1.154E-04  9.646E-04 -5.479E-02 -7.173E-05 -4.400E-02
   8.0000000E+01  1.100E+01  2.565E-02  7.199E-02 -9.739E-05  4.011E-03 -6.472E-05 -1.091E-04  1.147E-03 -6.771E-02 -9.052E-05 -5.527E-02
   8.5000000E+01  1.100E+01  3.113E-02  8.755E-02  3.968E-04  5.527E-03 -9.167E-05 -6.772E-05  1.354E-03 -8.298E-02 -1.103E-04 -6.858E-02
   9.0000000E+01  1.100E+01  3.725E-02  1.050E-01  9.410E-04  7.157E-03 -1.239E-04 -1.108E-06  1.591E-03 -1.002E-01 -1.296E-04 -8.354E-02
   1.0000000E+02  1.100E+01  4.927E-02  1.395E-01  2.032E-03  1.012E-02 -1.942E-04  1.081E-04  2.184E-03 -1.343E-01 -1.597E-04 -1.130E-01
   1.0500000E+02  1.100E+01  5.328E-02  1.512E-01  2.459E-03  1.104E-02 -2.237E-04  1.116E-04  2.524E-03 -1.459E-01 -1.669E-04 -1.230E-01
   1.1000000E+02  1.100E+01  5.470E-02  1.556E-01  2.725E-03  1.137E-02 -2.431E-04  6.345E-05  2.857E-03 -1.504E-01 -1.674E-04 -1.267E-01
   1.1500000E+02  1.100E+01  5.321E-02  1.519E-01  2.808E-03  1.106E-02 -2.498E-04 -3.162E-05  3.141E-03 -1.467E-01 -1.616E-04 -1.234E-01
   1.2000000E+02  1.100E+01  4.930E-02  1.413E-01  2.727E-03  1.024E-02 -2.444E-04 -1.562E-04  3.327E-03 -1.362E-01 -1.508E-04 -1.142E-01
   1.2500000E+02  1.100E+01  4.392E-02  1.264E-01  2.535E-03  9.094E-03 -2.298E-04 -2.880E-04  3.437E-03 -1.214E-01 -1.368E-04 -1.014E-01
   1.3000000E+02  1.100E+01  3.805E-02  1.101E-01  2.285E-03  7.839E-03 -2.095E-04 -4.087E-04  3.457E-03 -1.052E-01 -1.215E-04 -8.735E-02
   1.3500000E+02  1.100E+01  3.238E-02  9.429E-02  2.022E-03  6.616E-03 -1.870E-04 -5.071E-04  3.403E-03 -8.944E-02 -1.063E-04 -7.371E-02
   1.4000000E+02  1.100E+01  2.730E-02  8.005E-02  1.771E-03  5.507E-03 -1.645E-04 -5.789E-04  3.296E-03 -7.527E-02 -9.211E-05 -6.144E-02
   1.4500000E+02  1.100E+01  2.294E-02  6.779E-02  1.544E-03  4.542E-03 -1.434E-04 -6.249E-04  3.156E-03 -6.305E-02 -7.926E-05 -5.087E-02
   1.5000000E+02  1.100E+01  1.929E-02  5.751E-02  1.345E-03  3.724E-03 -1.243E-04 -6.482E-04  2.998E-03 -5.279E-02 -6.793E-05 -4.200E-02
   1.5500000E+02  1.100E+01  1.627E-02  4.899E-02  1.174E-03  3.042E-03 -1.075E-04 -6.528E-04  2.832E-03 -4.428E-02 -5.806E-05 -3.465E-02
   1.6000000E+02  1.100E+01  1.378E-02  4.199E-02  1.028E-03  2.477E-03 -9.285E-05 -6.428E-04  2.666E-03 -3.726E-02 -4.956E-05 -2.860E-02
   1.7000000E+02  1.100E+01  1.006E-02  3.153E-02  7.976E-04  1.628E-03 -6.939E-05 -5.925E-04  2.348E-03 -2.673E-02 -3.602E-05 -1.956E-02
   1.8000000E+02  1.100E+01  7.527E-03  2.445E-02  6.299E-04  1.053E-03 -5.223E-05 -5.188E-04  2.062E-03 -1.953E-02 -2.619E-05 -1.340E-02
