      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
    5.000E-03  4.000E+00  3.019E-03  7.128E-02 -1.606E-03  5.022E-02  1.501E-09  5.722E-04 -1.230E-01 -2.191E-03 -4.217E-10 -8.719E-02
    1.000E-02  4.000E+00  4.799E-03  9.426E-02 -2.416E-03  6.639E-02  3.217E-09  8.186E-04 -1.626E-01 -3.280E-03 -8.427E-10 -1.153E-01
    2.000E-02  4.000E+00  7.225E-03  1.180E-01 -3.527E-03  8.307E-02  6.658E-09  1.167E-03 -2.035E-01 -4.812E-03 -1.672E-09 -1.443E-01
    5.000E-02  4.000E+00  1.182E-02  1.389E-01 -5.642E-03  9.764E-02  1.691E-08  1.827E-03 -2.391E-01 -7.692E-03 -4.170E-09 -1.698E-01
    1.000E-01  4.000E+00  1.670E-02  1.381E-01 -7.884E-03  9.681E-02  3.351E-08  2.533E-03 -2.371E-01 -1.077E-02 -8.467E-09 -1.686E-01
    2.000E-01  4.000E+00  2.296E-02  1.231E-01 -1.075E-02  8.588E-02  6.562E-08  3.441E-03 -2.103E-01 -1.476E-02 -1.926E-08 -1.501E-01
    3.000E-01  4.000E+00  2.722E-02  1.105E-01 -1.266E-02  7.679E-02  9.599E-08  4.054E-03 -1.880E-01 -1.749E-02 -3.509E-08 -1.346E-01
    4.000E-01  4.000E+00  3.040E-02  1.011E-01 -1.407E-02  6.995E-02  1.266E-07  4.509E-03 -1.712E-01 -1.956E-02 -5.958E-08 -1.229E-01
    5.000E-01  4.000E+00  3.290E-02  9.388E-02 -1.515E-02  6.466E-02  1.585E-07  4.864E-03 -1.582E-01 -2.120E-02 -9.507E-08 -1.140E-01
    7.500E-01  4.000E+00  3.730E-02  8.143E-02 -1.698E-02  5.550E-02  2.448E-07  5.481E-03 -1.358E-01 -2.418E-02 -2.528E-07 -9.847E-02
    1.000E+00  4.000E+00  4.012E-02  7.345E-02 -1.807E-02  4.957E-02  3.539E-07  5.867E-03 -1.211E-01 -2.620E-02 -5.458E-07 -8.849E-02
    2.000E+00  4.000E+00  4.504E-02  5.812E-02 -1.942E-02  3.762E-02  1.227E-06  6.508E-03 -9.153E-02 -3.057E-02 -3.950E-06 -6.890E-02
    3.000E+00  4.000E+00  4.653E-02  5.217E-02 -1.915E-02  3.219E-02  3.174E-06  6.696E-03 -7.774E-02 -3.323E-02 -1.289E-05 -6.068E-02
