      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
   5.0000000E-03  1.400E+01  5.694E-05  1.291E-03  1.084E-05  9.017E-04 -1.036E-10  6.814E-05 -2.207E-03  6.216E-06 -1.002E-10 -1.575E-03
   1.0000000E-02  1.400E+01  6.613E-05  1.709E-03 -5.363E-05  1.192E-03 -1.018E-10  9.850E-05 -2.917E-03 -4.008E-05 -9.817E-11 -2.083E-03
   2.0000000E-02  1.400E+01  1.054E-04  2.141E-03 -1.333E-04  1.491E-03 -7.932E-11  1.416E-04 -3.647E-03 -9.749E-05 -7.455E-11 -2.609E-03
   5.0000000E-02  1.400E+01  1.955E-04  2.527E-03 -2.735E-04  1.750E-03  2.189E-11  2.223E-04 -4.281E-03 -1.981E-04  3.529E-11 -3.073E-03
   1.0000000E-01  1.400E+01  2.943E-04  2.521E-03 -4.159E-04  1.732E-03  2.220E-10  3.086E-04 -4.234E-03 -3.006E-04  2.427E-10 -3.058E-03
   2.0000000E-01  1.400E+01  4.208E-04  2.264E-03 -5.948E-04  1.531E-03  6.103E-10  4.197E-04 -3.739E-03 -4.297E-04  6.801E-10 -2.732E-03
   3.0000000E-01  1.400E+01  5.058E-04  2.047E-03 -7.142E-04  1.364E-03  9.545E-10  4.946E-04 -3.329E-03 -5.163E-04  1.129E-09 -2.458E-03
   4.0000000E-01  1.400E+01  5.690E-04  1.885E-03 -8.027E-04  1.238E-03  1.286E-09  5.503E-04 -3.021E-03 -5.807E-04  1.559E-09 -2.252E-03
   5.0000000E-01  1.400E+01  6.182E-04  1.760E-03 -8.716E-04  1.140E-03  1.546E-09  5.936E-04 -2.782E-03 -6.311E-04  2.003E-09 -2.092E-03
   7.5000000E-01  1.400E+01  7.037E-04  1.545E-03 -9.907E-04  9.706E-04  2.127E-09  6.683E-04 -2.369E-03 -7.193E-04  3.028E-09 -1.817E-03
   1.0000000E+00  1.400E+01  7.571E-04  1.409E-03 -1.065E-03  8.592E-04  2.518E-09  7.144E-04 -2.101E-03 -7.753E-04  4.070E-09 -1.639E-03
   2.0000000E+00  1.400E+01  8.401E-04  1.151E-03 -1.178E-03  6.273E-04  3.049E-09  7.816E-04 -1.563E-03 -8.687E-04  8.162E-09 -1.280E-03
   3.0000000E+00  1.400E+01  8.514E-04  1.058E-03 -1.190E-03  5.110E-04  2.899E-09  7.839E-04 -1.319E-03 -8.908E-04  1.243E-08 -1.118E-03
   5.0000000E+00  1.400E+01  8.321E-04  1.028E-03 -1.153E-03  3.691E-04  3.324E-09  7.498E-04 -1.072E-03 -8.966E-04  2.126E-08 -9.634E-04
   7.0000000E+00  1.400E+01  8.103E-04  1.088E-03 -1.110E-03  2.632E-04  7.113E-09  7.110E-04 -9.358E-04 -9.057E-04  2.979E-08 -8.928E-04
   1.0000000E+01  1.400E+01  7.946E-04  1.265E-03 -1.061E-03  1.184E-04  2.155E-08  6.613E-04 -8.029E-04 -9.491E-04  4.023E-08 -8.501E-04
   1.5000000E+01  1.400E+01  8.144E-04  1.696E-03 -1.020E-03 -1.184E-04  7.234E-08  6.007E-04 -6.491E-04 -1.111E-03  4.365E-08 -8.614E-04
   2.0000000E+01  1.400E+01  8.831E-04  2.250E-03 -1.008E-03 -3.616E-04  1.555E-07  5.541E-04 -5.267E-04 -1.384E-03  1.385E-08 -9.426E-04
   2.5000000E+01  1.400E+01  9.952E-04  2.900E-03 -1.012E-03 -5.990E-04  2.639E-07  5.089E-04 -4.199E-04 -1.762E-03 -7.864E-08 -1.092E-03
