      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
   5.0000000E-03  1.500E+01  5.593E-05  8.617E-04  2.234E-05  6.004E-04 -1.163E-10  5.570E-05 -1.469E-03  1.371E-05 -8.363E-11 -1.050E-03
   1.0000000E-02  1.500E+01  5.672E-05  1.140E-03 -2.996E-05  7.937E-04 -1.597E-10  8.051E-05 -1.942E-03 -2.241E-05 -5.167E-11 -1.389E-03
   2.0000000E-02  1.500E+01  8.388E-05  1.429E-03 -9.365E-05  9.925E-04 -2.319E-10  1.158E-04 -2.428E-03 -6.652E-05  3.104E-11 -1.740E-03
   5.0000000E-02  1.500E+01  1.515E-04  1.688E-03 -2.044E-04  1.165E-03 -4.211E-10  1.818E-04 -2.848E-03 -1.432E-04  3.218E-10 -2.051E-03
   1.0000000E-01  1.500E+01  2.269E-04  1.686E-03 -3.161E-04  1.152E-03 -7.059E-10  2.524E-04 -2.816E-03 -2.208E-04  8.295E-10 -2.042E-03
   2.0000000E-01  1.500E+01  3.239E-04  1.517E-03 -4.559E-04  1.018E-03 -1.226E-09  3.432E-04 -2.484E-03 -3.181E-04  1.824E-09 -1.826E-03
   3.0000000E-01  1.500E+01  3.893E-04  1.374E-03 -5.491E-04  9.060E-04 -1.710E-09  4.045E-04 -2.210E-03 -3.833E-04  2.781E-09 -1.644E-03
   4.0000000E-01  1.500E+01  4.378E-04  1.267E-03 -6.182E-04  8.217E-04 -2.158E-09  4.501E-04 -2.003E-03 -4.318E-04  3.674E-09 -1.508E-03
   5.0000000E-01  1.500E+01  4.756E-04  1.185E-03 -6.719E-04  7.564E-04 -2.587E-09  4.855E-04 -1.844E-03 -4.696E-04  4.546E-09 -1.402E-03
   7.5000000E-01  1.500E+01  5.412E-04  1.045E-03 -7.649E-04  6.424E-04 -3.591E-09  5.468E-04 -1.567E-03 -5.358E-04  6.539E-09 -1.220E-03
   1.0000000E+00  1.500E+01  5.822E-04  9.555E-04 -8.229E-04  5.675E-04 -4.477E-09  5.845E-04 -1.388E-03 -5.777E-04  8.307E-09 -1.101E-03
   2.0000000E+00  1.500E+01  6.454E-04  7.891E-04 -9.118E-04  4.102E-04 -7.387E-09  6.397E-04 -1.028E-03 -6.471E-04  1.433E-08 -8.627E-04
   3.0000000E+00  1.500E+01  6.533E-04  7.321E-04 -9.218E-04  3.296E-04 -9.451E-09  6.419E-04 -8.657E-04 -6.625E-04  1.938E-08 -7.540E-04
   5.0000000E+00  1.500E+01  6.370E-04  7.241E-04 -8.947E-04  2.270E-04 -1.102E-08  6.144E-04 -7.015E-04 -6.637E-04  2.833E-08 -6.488E-04
   7.0000000E+00  1.500E+01  6.185E-04  7.789E-04 -8.620E-04  1.465E-04 -8.696E-09  5.830E-04 -6.109E-04 -6.666E-04  3.618E-08 -5.986E-04
   1.0000000E+01  1.500E+01  6.036E-04  9.229E-04 -8.257E-04  3.170E-05  3.083E-09  5.428E-04 -5.223E-04 -6.918E-04  4.517E-08 -5.646E-04
   1.5000000E+01  1.500E+01  6.130E-04  1.263E-03 -7.957E-04 -1.623E-04  4.639E-08  4.941E-04 -4.192E-04 -7.984E-04  4.766E-08 -5.615E-04
   2.0000000E+01  1.500E+01  6.579E-04  1.695E-03 -7.892E-04 -3.661E-04  1.182E-07  4.574E-04 -3.366E-04 -9.845E-04  2.331E-08 -6.042E-04
   2.5000000E+01  1.500E+01  7.337E-04  2.196E-03 -7.948E-04 -5.684E-04  2.133E-07  4.223E-04 -2.645E-04 -1.246E-03 -4.871E-08 -6.925E-04
   3.0000000E+01  1.500E+01  8.390E-04  2.764E-03 -8.062E-04 -7.616E-04  3.236E-07  3.845E-04 -1.985E-04 -1.584E-03 -2.032E-07 -8.346E-04
   3.5000000E+01  1.500E+01  9.742E-04  3.400E-03 -8.195E-04 -9.362E-04  4.378E-07  3.425E-04 -1.362E-04 -2.002E-03 -4.941E-07 -1.042E-03
   4.0000000E+01  1.500E+01  1.141E-03  4.115E-03 -8.325E-04 -1.086E-03  5.389E-07  2.955E-04 -7.734E-05 -2.505E-03 -9.970E-07 -1.330E-03
   4.5000000E+01  1.500E+01  1.341E-03  4.921E-03 -8.433E-04 -1.204E-03  6.029E-07  2.435E-04 -2.198E-05 -3.101E-03 -1.809E-06 -1.713E-03
   5.0000000E+01  1.500E+01  1.579E-03  5.837E-03 -8.508E-04 -1.286E-03  5.946E-07  1.875E-04  2.967E-05 -3.802E-03 -3.048E-06 -2.211E-03
   5.5000000E+01  1.500E+01  1.858E-03  6.888E-03 -8.540E-04 -1.327E-03  4.630E-07  1.288E-04  7.716E-05 -4.622E-03 -4.843E-06 -2.847E-03
   6.0000000E+01  1.500E+01  2.187E-03  8.103E-03 -8.518E-04 -1.324E-03  1.353E-07  6.852E-05  1.199E-04 -5.584E-03 -7.332E-06 -3.648E-03
   6.5000000E+01  1.500E+01  2.572E-03  9.519E-03 -8.429E-04 -1.272E-03 -4.876E-07  8.292E-06  1.575E-04 -6.714E-03 -1.065E-05 -4.646E-03
   7.0000000E+01  1.500E+01  3.025E-03  1.118E-02 -8.263E-04 -1.166E-03 -1.536E-06 -5.037E-05  1.895E-04 -8.048E-03 -1.492E-05 -5.881E-03
   7.5000000E+01  1.500E+01  3.559E-03  1.315E-02 -8.004E-04 -1.004E-03 -3.175E-06 -1.058E-04  2.161E-04 -9.628E-03 -2.025E-05 -7.401E-03
   8.0000000E+01  1.500E+01  4.190E-03  1.549E-02 -7.635E-04 -7.789E-04 -5.605E-06 -1.566E-04  2.367E-04 -1.151E-02 -2.671E-05 -9.264E-03
   8.5000000E+01  1.500E+01  4.939E-03  1.829E-02 -7.138E-04 -4.864E-04 -9.072E-06 -2.002E-04  2.531E-04 -1.376E-02 -3.433E-05 -1.154E-02
   9.0000000E+01  1.500E+01  5.831E-03  2.163E-02 -6.490E-04 -1.162E-04 -1.386E-05 -2.342E-04  2.654E-04 -1.647E-02 -4.307E-05 -1.432E-02
   1.0000000E+02  1.500E+01  8.168E-03  3.046E-02 -4.641E-04  8.589E-04 -2.868E-05 -2.758E-04  2.848E-04 -2.364E-02 -6.345E-05 -2.178E-02
   1.0500000E+02  1.500E+01  9.682E-03  3.622E-02 -3.390E-04  1.476E-03 -3.935E-05 -2.794E-04  2.981E-04 -2.833E-02 -7.467E-05 -2.668E-02
   1.1000000E+02  1.500E+01  1.147E-02  4.305E-02 -1.892E-04  2.182E-03 -5.252E-05 -2.710E-04  3.202E-04 -3.393E-02 -8.617E-05 -3.252E-02
   1.1500000E+02  1.500E+01  1.356E-02  5.103E-02 -1.373E-05  2.970E-03 -6.824E-05 -2.509E-04  3.564E-04 -4.048E-02 -9.751E-05 -3.935E-02
   1.2000000E+02  1.500E+01  1.594E-02  6.013E-02  1.865E-04  3.829E-03 -8.632E-05 -2.210E-04  4.023E-04 -4.799E-02 -1.082E-04 -4.716E-02
   1.2500000E+02  1.500E+01  1.854E-02  7.012E-02  4.071E-04  4.720E-03 -1.062E-04 -1.847E-04  4.849E-04 -5.627E-02 -1.175E-04 -5.571E-02
   1.3000000E+02  1.500E+01  2.124E-02  8.045E-02  6.387E-04  5.594E-03 -1.267E-04 -1.471E-04  5.983E-04 -6.486E-02 -1.250E-04 -6.455E-02
   1.3500000E+02  1.500E+01  2.378E-02  9.023E-02  8.659E-04  6.380E-03 -1.464E-04 -1.142E-04  7.438E-04 -7.301E-02 -1.298E-04 -7.290E-02
   1.4000000E+02  1.500E+01  2.585E-02  9.825E-02  1.069E-03  6.992E-03 -1.633E-04 -9.224E-05  9.178E-04 -7.973E-02 -1.315E-04 -7.973E-02
   1.4500000E+02  1.500E+01  2.714E-02  1.033E-01  1.227E-03  7.353E-03 -1.756E-04 -8.557E-05  1.111E-03 -8.397E-02 -1.300E-04 -8.400E-02
   1.5000000E+02  1.500E+01  2.742E-02  1.045E-01  1.325E-03  7.415E-03 -1.820E-04 -9.543E-05  1.308E-03 -8.503E-02 -1.253E-04 -8.500E-02
   1.5500000E+02  1.500E+01  2.666E-02  1.019E-01  1.359E-03  7.186E-03 -1.821E-04 -1.195E-04  1.493E-03 -8.282E-02 -1.180E-04 -8.264E-02
   1.6000000E+02  1.500E+01  2.504E-02  9.587E-02  1.335E-03  6.717E-03 -1.766E-04 -1.528E-04  1.651E-03 -7.785E-02 -1.087E-04 -7.746E-02
   1.7000000E+02  1.500E+01  2.037E-02  7.845E-02  1.174E-03  5.386E-03 -1.540E-04 -2.238E-04  1.852E-03 -6.330E-02 -8.776E-05 -6.244E-02
   1.8000000E+02  1.500E+01  1.554E-02  6.034E-02  9.617E-04  4.003E-03 -1.256E-04 -2.728E-04  1.904E-03 -4.812E-02 -6.762E-05 -4.682E-02
   1.9000000E+02  1.500E+01  1.159E-02  4.548E-02  7.670E-04  2.851E-03 -9.915E-05 -2.890E-04  1.853E-03 -3.565E-02 -5.081E-05 -3.401E-02
   2.0000000E+02  1.500E+01  8.650E-03  3.444E-02  6.094E-04  1.975E-03 -7.717E-05 -2.774E-04  1.748E-03 -2.635E-02 -3.772E-05 -2.448E-02
