      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
   5.0000000E-03  3.400E+01  1.199E-05  2.782E-06  7.987E-06  1.753E-06  2.683E-11  2.242E-06 -4.419E-06  3.092E-06 -3.754E-11 -3.283E-06
   1.0000000E-02  3.400E+01  8.371E-06  3.692E-06  5.862E-06  2.309E-06 -2.247E-11  2.840E-06 -5.832E-06  2.497E-06  9.488E-12 -4.348E-06
   2.0000000E-02  3.400E+01  7.227E-06  4.657E-06  4.030E-06  2.866E-06 -1.347E-10  3.728E-06 -7.271E-06  1.955E-06  1.188E-10 -5.456E-06
   5.0000000E-02  3.400E+01  8.013E-06  5.585E-06  1.685E-06  3.296E-06 -4.961E-10  5.433E-06 -8.468E-06  1.265E-06  4.745E-10 -6.459E-06
   1.0000000E-01  3.400E+01  9.880E-06  5.737E-06 -1.957E-07  3.140E-06 -1.100E-09  7.350E-06 -8.254E-06  7.634E-07  1.072E-09 -6.486E-06
   2.0000000E-01  3.400E+01  1.268E-05  5.431E-06 -2.276E-06  2.564E-06 -2.253E-09  9.842E-06 -7.083E-06  2.442E-07  2.218E-09 -5.884E-06
   3.0000000E-01  3.400E+01  1.465E-05  5.151E-06 -3.583E-06  2.099E-06 -3.322E-09  1.153E-05 -6.135E-06 -6.569E-08  3.283E-09 -5.362E-06
   4.0000000E-01  3.400E+01  1.615E-05  4.953E-06 -4.532E-06  1.737E-06 -4.311E-09  1.279E-05 -5.420E-06 -2.834E-07  4.271E-09 -4.961E-06
   5.0000000E-01  3.400E+01  1.732E-05  4.815E-06 -5.264E-06  1.445E-06 -5.227E-09  1.377E-05 -4.865E-06 -4.470E-07  5.188E-09 -4.645E-06
   7.5000000E-01  3.400E+01  1.935E-05  4.631E-06 -6.539E-06  8.965E-07 -7.241E-09  1.547E-05 -3.898E-06 -7.192E-07  7.214E-09 -4.077E-06
   1.0000000E+00  3.400E+01  2.060E-05  4.580E-06 -7.352E-06  4.865E-07 -8.931E-09  1.653E-05 -3.267E-06 -8.786E-07  8.923E-09 -3.678E-06
   2.0000000E+00  3.400E+01  2.242E-05  4.944E-06 -8.757E-06 -7.035E-07 -1.357E-08  1.808E-05 -1.998E-06 -1.054E-06  1.371E-08 -2.655E-06
   3.0000000E+00  3.400E+01  2.248E-05  5.779E-06 -9.127E-06 -1.750E-06 -1.625E-08  1.815E-05 -1.429E-06 -9.484E-07  1.660E-08 -1.904E-06
   5.0000000E+00  3.400E+01  2.159E-05  8.299E-06 -9.195E-06 -4.022E-06 -1.888E-08  1.740E-05 -8.529E-07 -4.929E-07  1.980E-08 -5.237E-07
   7.0000000E+00  3.400E+01  2.062E-05  1.165E-05 -9.130E-06 -6.679E-06 -1.968E-08  1.650E-05 -5.438E-07  6.396E-08  2.134E-08  9.202E-07
   1.0000000E+01  3.400E+01  1.954E-05  1.790E-05 -9.134E-06 -1.145E-05 -1.907E-08  1.526E-05 -2.220E-07  1.022E-06  2.204E-08  3.221E-06
   1.5000000E+01  3.400E+01  1.862E-05  3.072E-05 -9.470E-06 -2.087E-05 -1.495E-08  1.365E-05  2.199E-08  2.296E-06  2.042E-08  7.745E-06
   2.0000000E+01  3.400E+01  1.849E-05  4.596E-05 -1.009E-05 -3.192E-05 -7.879E-09  1.234E-05 -2.004E-08  2.983E-06  1.584E-08  1.294E-05
   2.5000000E+01  3.400E+01  1.891E-05  6.260E-05 -1.087E-05 -4.378E-05  1.610E-09  1.104E-05 -2.729E-07  2.939E-06  8.355E-09  1.843E-05
   3.0000000E+01  3.400E+01  1.977E-05  8.022E-05 -1.176E-05 -5.620E-05  1.308E-08  9.636E-06 -7.762E-07  2.071E-06 -2.170E-09  2.405E-05
   3.5000000E+01  3.400E+01  2.101E-05  9.849E-05 -1.271E-05 -6.875E-05  2.612E-08  8.154E-06 -1.506E-06  2.200E-07 -1.599E-08  2.964E-05
   4.0000000E+01  3.400E+01  2.258E-05  1.172E-04 -1.367E-05 -8.123E-05  4.038E-08  6.551E-06 -2.463E-06 -2.606E-06 -3.359E-08  3.500E-05
