      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
   5.0000000E-03  4.000E+01  1.253E-05  3.385E-05  7.785E-06  2.386E-05  1.038E-10  1.233E-06 -5.850E-05  1.939E-06 -3.254E-11 -4.142E-05
   1.0000000E-02  4.000E+01  8.811E-06  4.477E-05  6.186E-06  3.155E-05  7.556E-11  1.544E-06 -7.732E-05  1.743E-06  2.807E-11 -5.477E-05
   2.0000000E-02  4.000E+01  7.439E-06  5.603E-05  5.031E-06  3.946E-05 -6.480E-12  2.046E-06 -9.673E-05  1.517E-06  1.672E-10 -6.853E-05
   5.0000000E-02  4.000E+01  7.726E-06  6.588E-05  3.888E-06  4.634E-05 -2.962E-10  3.040E-06 -1.136E-04  1.306E-06  6.105E-10 -8.054E-05
   1.0000000E-01  4.000E+01  9.096E-06  6.536E-05  3.214E-06  4.587E-05 -8.038E-10  4.124E-06 -1.125E-04  1.208E-06  1.353E-09 -7.985E-05
   2.0000000E-01  4.000E+01  1.129E-05  5.805E-05  2.646E-06  4.056E-05 -1.794E-09  5.533E-06 -9.959E-05  1.161E-06  2.773E-09 -7.080E-05
   3.0000000E-01  4.000E+01  1.287E-05  5.196E-05  2.349E-06  3.615E-05 -2.722E-09  6.490E-06 -8.884E-05  1.155E-06  4.092E-09 -6.327E-05
   4.0000000E-01  4.000E+01  1.407E-05  4.738E-05  2.149E-06  3.282E-05 -3.584E-09  7.205E-06 -8.074E-05  1.159E-06  5.315E-09 -5.758E-05
   5.0000000E-01  4.000E+01  1.501E-05  4.384E-05  1.998E-06  3.023E-05 -4.386E-09  7.763E-06 -7.447E-05  1.168E-06  6.450E-09 -5.318E-05
   7.5000000E-01  4.000E+01  1.665E-05  3.772E-05  1.735E-06  2.571E-05 -6.154E-09  8.735E-06 -6.357E-05  1.193E-06  8.953E-09 -4.552E-05
   1.0000000E+00  4.000E+01  1.765E-05  3.377E-05  1.554E-06  2.273E-05 -7.642E-09  9.344E-06 -5.646E-05  1.221E-06  1.107E-08 -4.051E-05
   2.0000000E+00  4.000E+01  1.909E-05  2.599E-05  1.135E-06  1.646E-05 -1.175E-08  1.029E-05 -4.196E-05  1.348E-06  1.697E-08 -3.018E-05
   3.0000000E+00  4.000E+01  1.909E-05  2.275E-05  8.964E-07  1.326E-05 -1.416E-08  1.043E-05 -3.522E-05  1.510E-06  2.054E-08 -2.524E-05
   5.0000000E+00  4.000E+01  1.827E-05  2.040E-05  5.798E-07  9.303E-06 -1.662E-08  1.022E-05 -2.834E-05  1.939E-06  2.451E-08 -1.987E-05
   7.0000000E+00  4.000E+01  1.739E-05  2.026E-05  3.352E-07  6.367E-06 -1.756E-08  9.975E-06 -2.464E-05  2.478E-06  2.648E-08 -1.661E-05
   1.0000000E+01  4.000E+01  1.635E-05  2.196E-05  6.361E-09  2.392E-06 -1.759E-08  9.727E-06 -2.125E-05  3.480E-06  2.765E-08 -1.317E-05
   1.5000000E+01  4.000E+01  1.528E-05  2.740E-05 -5.263E-07 -4.140E-06 -1.550E-08  9.707E-06 -1.805E-05  5.264E-06  2.702E-08 -8.624E-06
   2.0000000E+01  4.000E+01  1.475E-05  3.483E-05 -1.076E-06 -1.112E-05 -1.160E-08  9.988E-06 -1.619E-05  7.029E-06  2.418E-08 -4.508E-06
