      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
    5.000E-03  5.000E-01  4.051E-02  3.077E-01 -1.173E-03  2.173E-01  6.217E-10  2.135E-04 -5.324E-01 -8.428E-03  3.332E-10 -3.767E-01
    1.000E-02  5.000E-01  5.769E-02  4.067E-01 -1.670E-03  2.872E-01  1.241E-09  3.044E-04 -7.036E-01 -1.198E-02  6.958E-10 -4.979E-01
    2.000E-02  5.000E-01  8.162E-02  5.086E-01 -2.356E-03  3.592E-01  2.726E-09  4.323E-04 -8.797E-01 -1.712E-02  1.384E-09 -6.227E-01
    5.000E-02  5.000E-01  1.278E-01  5.970E-01 -3.635E-03  4.213E-01  6.685E-09  6.800E-04 -1.032E+00 -2.733E-02  2.512E-09 -7.306E-01
    1.000E-01  5.000E-01  1.774E-01  5.906E-01 -4.906E-03  4.162E-01  1.367E-08  9.519E-04 -1.019E+00 -3.923E-02 -2.699E-10 -7.225E-01
    2.000E-01  5.000E-01  2.416E-01  5.218E-01 -6.295E-03  3.663E-01  3.573E-08  1.325E-03 -8.969E-01 -5.720E-02 -4.152E-08 -6.375E-01
    3.000E-01  5.000E-01  2.858E-01  4.650E-01 -6.976E-03  3.249E-01  7.116E-08  1.610E-03 -7.950E-01 -7.234E-02 -1.594E-07 -5.671E-01
    4.000E-01  5.000E-01  3.195E-01  4.223E-01 -7.264E-03  2.933E-01  1.266E-07  1.856E-03 -7.173E-01 -8.633E-02 -3.879E-07 -5.140E-01
    5.000E-01  5.000E-01  3.468E-01  3.896E-01 -7.293E-03  2.686E-01  2.110E-07  2.084E-03 -6.565E-01 -9.981E-02 -7.530E-07 -4.729E-01
    7.500E-01  5.000E-01  3.985E-01  3.335E-01 -6.640E-03  2.249E-01  5.340E-07  2.631E-03 -5.479E-01 -1.329E-01 -2.425E-06 -4.016E-01
    1.000E+00  5.000E-01  4.376E-01  2.982E-01 -5.331E-03  1.953E-01  9.889E-07  3.184E-03 -4.738E-01 -1.664E-01 -5.409E-06 -3.553E-01
    2.000E+00  5.000E-01  5.554E-01  2.340E-01  3.172E-03  1.296E-01  1.381E-06  5.451E-03 -3.052E-01 -3.061E-01 -3.315E-05 -2.637E-01
    3.000E+00  5.000E-01  6.543E-01  2.113E-01  1.409E-02  9.432E-02 -1.079E-05  6.968E-03 -2.105E-01 -4.376E-01 -8.480E-05 -2.235E-01
    6.000E+00  5.000E-01  7.461E-01  1.711E-01  4.010E-02  4.101E-02 -1.589E-04  2.336E-03 -6.864E-02 -5.967E-01 -2.763E-04 -1.569E-01
    9.000E+00  5.000E-01  5.696E-01  1.203E-01  4.302E-02  1.918E-02 -2.824E-04 -6.907E-03 -2.144E-02 -4.735E-01 -3.620E-04 -1.014E-01
    1.200E+01  5.000E-01  3.801E-01  7.996E-02  3.594E-02  9.765E-03 -2.924E-04 -1.216E-02 -7.213E-03 -3.207E-01 -3.500E-04 -6.262E-02
    1.500E+01  5.000E-01  2.516E-01  5.440E-02  2.816E-02  5.401E-03 -2.535E-04 -1.384E-02 -3.059E-03 -2.133E-01 -3.039E-04 -3.922E-02
    1.800E+01  5.000E-01  1.715E-01  3.876E-02  2.187E-02  3.173E-03 -2.072E-04 -1.371E-02 -1.914E-03 -1.450E-01 -2.541E-04 -2.530E-02
    2.100E+01  5.000E-01  1.210E-01  2.898E-02  1.712E-02  1.939E-03 -1.664E-04 -1.283E-02 -1.667E-03 -1.016E-01 -2.097E-04 -1.679E-02
    2.400E+01  5.000E-01  8.832E-02  2.262E-02  1.357E-02  1.206E-03 -1.335E-04 -1.171E-02 -1.676E-03 -7.324E-02 -1.725E-04 -1.139E-02
    2.700E+01  5.000E-01  6.635E-02  1.834E-02  1.090E-02  7.451E-04 -1.078E-04 -1.056E-02 -1.735E-03 -5.418E-02 -1.422E-04 -7.836E-03
    3.000E+01  5.000E-01  5.110E-02  1.535E-02  8.871E-03  4.431E-04 -8.767E-05 -9.479E-03 -1.785E-03 -4.097E-02 -1.176E-04 -5.424E-03
    3.300E+01  5.000E-01  4.022E-02  1.320E-02  7.303E-03  2.381E-04 -7.197E-05 -8.506E-03 -1.811E-03 -3.157E-02 -9.771E-05 -3.740E-03
    3.600E+01  5.000E-01  3.224E-02  1.161E-02  6.077E-03  9.536E-05 -5.961E-05 -7.643E-03 -1.815E-03 -2.471E-02 -8.159E-05 -2.536E-03
    3.900E+01  5.000E-01  2.626E-02  1.041E-02  5.105E-03 -5.982E-06 -4.981E-05 -6.882E-03 -1.800E-03 -1.961E-02 -6.848E-05 -1.658E-03
    4.200E+01  5.000E-01  2.170E-02  9.477E-03  4.326E-03 -7.883E-05 -4.195E-05 -6.214E-03 -1.772E-03 -1.574E-02 -5.775E-05 -1.006E-03
