      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
    5.000E-03  4.500E+00  2.300E-03  6.193E-02 -1.344E-03  4.363E-02  1.652E-09  5.145E-04 -1.069E-01 -1.808E-03 -4.219E-10 -7.576E-02
    1.000E-02  4.500E+00  3.662E-03  8.191E-02 -2.022E-03  5.768E-02  3.543E-09  7.309E-04 -1.413E-01 -2.707E-03 -8.309E-10 -1.002E-01
    2.000E-02  4.500E+00  5.524E-03  1.025E-01 -2.953E-03  7.218E-02  7.317E-09  1.033E-03 -1.768E-01 -3.943E-03 -1.645E-09 -1.254E-01
    5.000E-02  4.500E+00  9.066E-03  1.207E-01 -4.732E-03  8.486E-02  1.852E-08  1.625E-03 -2.078E-01 -6.344E-03 -4.020E-09 -1.476E-01
    1.000E-01  4.500E+00  1.281E-02  1.200E-01 -6.615E-03  8.415E-02  3.666E-08  2.252E-03 -2.061E-01 -8.884E-03 -7.787E-09 -1.466E-01
    2.000E-01  4.500E+00  1.763E-02  1.070E-01 -9.020E-03  7.467E-02  7.052E-08  3.057E-03 -1.828E-01 -1.217E-02 -1.483E-08 -1.305E-01
    3.000E-01  4.500E+00  2.090E-02  9.614E-02 -1.063E-02  6.677E-02  1.018E-07  3.598E-03 -1.635E-01 -1.442E-02 -2.133E-08 -1.170E-01
    4.000E-01  4.500E+00  2.334E-02  8.797E-02 -1.181E-02  6.083E-02  1.312E-07  4.000E-03 -1.489E-01 -1.611E-02 -2.694E-08 -1.069E-01
    5.000E-01  4.500E+00  2.526E-02  8.167E-02 -1.272E-02  5.623E-02  1.583E-07  4.311E-03 -1.376E-01 -1.746E-02 -3.198E-08 -9.912E-02
    7.500E-01  4.500E+00  2.863E-02  7.084E-02 -1.427E-02  4.828E-02  2.163E-07  4.848E-03 -1.181E-01 -1.988E-02 -4.234E-08 -8.566E-02
    1.000E+00  4.500E+00  3.079E-02  6.390E-02 -1.519E-02  4.312E-02  2.653E-07  5.178E-03 -1.054E-01 -2.150E-02 -5.043E-08 -7.698E-02
    2.000E+00  4.500E+00  3.450E-02  5.049E-02 -1.634E-02  3.272E-02  3.987E-07  5.681E-03 -7.974E-02 -2.487E-02 -6.125E-08 -5.988E-02
    3.000E+00  4.500E+00  3.554E-02  4.518E-02 -1.614E-02  2.798E-02  4.771E-07  5.765E-03 -6.779E-02 -2.673E-02 -5.249E-08 -5.262E-02
    5.000E+00  4.500E+00  3.628E-02  4.192E-02 -1.501E-02  2.326E-02  5.752E-07  5.767E-03 -5.514E-02 -3.038E-02 -5.298E-09 -4.675E-02
    7.000E+00  4.500E+00  3.731E-02  4.272E-02 -1.388E-02  2.078E-02  6.634E-07  5.830E-03 -4.761E-02 -3.526E-02  5.288E-08 -4.540E-02
    1.000E+01  4.500E+00  4.044E-02  4.772E-02 -1.238E-02  1.862E-02  8.166E-07  6.041E-03 -3.955E-02 -4.559E-02  8.936E-08 -4.728E-02
    1.500E+01  4.500E+00  5.071E-02  6.303E-02 -9.954E-03  1.680E-02  8.597E-07  6.378E-03 -2.923E-02 -7.181E-02 -5.072E-07 -5.700E-02
    2.000E+01  4.500E+00  6.848E-02  8.673E-02 -6.913E-03  1.621E-02 -1.122E-06  6.283E-03 -2.045E-02 -1.115E-01 -3.614E-06 -7.426E-02
    2.500E+01  4.500E+00  9.542E-02  1.203E-01 -2.837E-03  1.667E-02 -9.951E-06  5.583E-03 -1.252E-02 -1.678E-01 -1.216E-05 -1.003E-01
    3.000E+01  4.500E+00  1.324E-01  1.648E-01  2.264E-03  1.810E-02 -3.358E-05  4.310E-03 -5.334E-03 -2.427E-01 -2.912E-05 -1.360E-01
    3.500E+01  4.500E+00  1.762E-01  2.168E-01  7.846E-03  2.008E-02 -7.911E-05  2.600E-03  9.174E-04 -3.305E-01 -5.521E-05 -1.785E-01
    4.000E+01  4.500E+00  2.155E-01  2.633E-01  1.271E-02  2.161E-02 -1.424E-04  6.579E-04  5.842E-03 -4.096E-01 -8.569E-05 -2.165E-01
    4.500E+01  4.500E+00  2.326E-01  2.839E-01  1.540E-02  2.144E-02 -2.010E-04 -1.225E-03  9.026E-03 -4.461E-01 -1.103E-04 -2.327E-01
