      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
   5.0000000E-03  2.800E+01  1.925E-05  3.737E-06  1.337E-05  2.026E-06 -2.514E-11  5.192E-06 -5.108E-06  6.357E-06 -6.428E-11 -4.221E-06
   1.0000000E-02  2.800E+01  1.347E-05  4.990E-06  8.688E-06  2.658E-06 -1.122E-10  6.958E-06 -6.716E-06  4.383E-06 -6.970E-12 -5.609E-06
   2.0000000E-02  2.800E+01  1.224E-05  6.368E-06  4.078E-06  3.274E-06 -2.966E-10  9.489E-06 -8.313E-06  2.332E-06  1.296E-10 -7.088E-06
   5.0000000E-02  2.800E+01  1.498E-05  7.892E-06 -2.697E-06  3.673E-06 -8.656E-10  1.438E-05 -9.478E-06 -7.207E-07  5.799E-10 -8.556E-06
   1.0000000E-01  2.800E+01  1.956E-05  8.510E-06 -8.762E-06  3.349E-06 -1.798E-09  1.971E-05 -8.902E-06 -3.455E-06  1.341E-09 -8.858E-06
   2.0000000E-01  2.800E+01  2.604E-05  8.714E-06 -1.592E-05  2.465E-06 -3.564E-09  2.660E-05 -7.075E-06 -6.666E-06  2.806E-09 -8.472E-06
   3.0000000E-01  2.800E+01  3.054E-05  8.785E-06 -2.056E-05  1.762E-06 -5.194E-09  3.127E-05 -5.654E-06 -8.740E-06  4.170E-09 -8.069E-06
   4.0000000E-01  2.800E+01  3.392E-05  8.870E-06 -2.397E-05  1.210E-06 -6.700E-09  3.474E-05 -4.587E-06 -1.026E-05  5.437E-09 -7.754E-06
   5.0000000E-01  2.800E+01  3.656E-05  8.975E-06 -2.662E-05  7.576E-07 -8.093E-09  3.744E-05 -3.762E-06 -1.143E-05  6.616E-09 -7.503E-06
   7.5000000E-01  2.800E+01  4.113E-05  9.294E-06 -3.121E-05 -1.207E-07 -1.115E-08  4.212E-05 -2.333E-06 -1.344E-05  9.219E-09 -7.037E-06
   1.0000000E+00  2.800E+01  4.396E-05  9.663E-06 -3.411E-05 -8.065E-07 -1.372E-08  4.500E-05 -1.419E-06 -1.468E-05  1.142E-08 -6.681E-06
   2.0000000E+00  2.800E+01  4.813E-05  1.149E-05 -3.884E-05 -2.985E-06 -2.077E-08  4.922E-05  2.935E-07 -1.654E-05  1.763E-08 -5.545E-06
   3.0000000E+00  2.800E+01  4.837E-05  1.387E-05 -3.975E-05 -5.095E-06 -2.483E-08  4.938E-05  9.458E-07 -1.663E-05  2.143E-08 -4.469E-06
   5.0000000E+00  2.800E+01  4.656E-05  2.015E-05 -3.919E-05 -9.944E-06 -2.873E-08  4.719E-05  1.523E-06 -1.565E-05  2.576E-08 -2.200E-06
   7.0000000E+00  2.800E+01  4.459E-05  2.816E-05 -3.824E-05 -1.579E-05 -2.973E-08  4.462E-05  1.810E-06 -1.448E-05  2.792E-08  3.457E-07
   1.0000000E+01  2.800E+01  4.246E-05  4.284E-05 -3.732E-05 -2.641E-05 -2.814E-08  4.110E-05  2.121E-06 -1.292E-05  2.893E-08  4.553E-06
   1.5000000E+01  2.800E+01  4.099E-05  7.278E-05 -3.713E-05 -4.750E-05 -1.974E-08  3.647E-05  2.414E-06 -1.217E-05  2.623E-08  1.282E-05
   2.0000000E+01  2.800E+01  4.144E-05  1.083E-04 -3.804E-05 -7.217E-05 -5.552E-09  3.269E-05  2.349E-06 -1.397E-05  1.830E-08  2.215E-05
   2.5000000E+01  2.800E+01  4.333E-05  1.471E-04 -3.957E-05 -9.854E-05  1.346E-08  2.896E-05  1.910E-06 -1.841E-05  4.663E-09  3.169E-05
   3.0000000E+01  2.800E+01  4.642E-05  1.885E-04 -4.145E-05 -1.259E-04  3.638E-08  2.501E-05  1.016E-06 -2.556E-05 -1.547E-08  4.096E-05
   3.5000000E+01  2.800E+01  5.057E-05  2.318E-04 -4.354E-05 -1.534E-04  6.230E-08  2.081E-05 -2.146E-07 -3.567E-05 -4.338E-08  4.943E-05
   4.0000000E+01  2.800E+01  5.569E-05  2.765E-04 -4.569E-05 -1.803E-04  9.033E-08  1.627E-05 -1.802E-06 -4.865E-05 -8.108E-08  5.661E-05
   4.5000000E+01  2.800E+01  6.172E-05  3.226E-04 -4.782E-05 -2.062E-04  1.197E-07  1.138E-05 -3.722E-06 -6.443E-05 -1.314E-07  6.205E-05
   5.0000000E+01  2.800E+01  6.861E-05  3.701E-04 -4.981E-05 -2.309E-04  1.499E-07  6.163E-06 -5.950E-06 -8.291E-05 -1.981E-07  6.534E-05
   5.5000000E+01  2.800E+01  7.633E-05  4.192E-04 -5.149E-05 -2.540E-04  1.802E-07  6.826E-07 -8.467E-06 -1.040E-04 -2.860E-07  6.608E-05
   6.0000000E+01  2.800E+01  8.480E-05  4.702E-04 -5.246E-05 -2.755E-04  2.104E-07 -4.983E-06 -1.125E-05 -1.273E-04 -4.008E-07  6.386E-05
   6.5000000E+01  2.800E+01  9.404E-05  5.236E-04 -5.124E-05 -2.952E-04  2.401E-07 -1.064E-05 -1.430E-05 -1.519E-04 -5.491E-07  5.827E-05
   7.0000000E+01  2.800E+01  1.083E-04  5.800E-04 -3.542E-05 -3.130E-04  2.732E-07 -1.496E-05 -1.758E-05 -1.691E-04 -7.410E-07  4.883E-05
   7.5000000E+01  2.800E+01  1.513E-04  6.400E-04 -1.020E-04 -3.291E-04  2.709E-07 -2.828E-05 -2.107E-05 -2.497E-04 -9.620E-07  3.507E-05
   8.0000000E+01  2.800E+01  1.372E-04  7.045E-04 -8.096E-05 -3.431E-04  2.986E-07 -3.212E-05 -2.457E-05 -2.684E-04 -1.260E-06  1.630E-05
   8.5000000E+01  2.800E+01  1.480E-04  7.741E-04 -7.949E-05 -3.553E-04  3.115E-07 -3.827E-05 -2.841E-05 -3.057E-04 -1.619E-06 -7.877E-06
   9.0000000E+01  2.800E+01  1.619E-04  8.498E-04 -8.057E-05 -3.656E-04  3.139E-07 -4.480E-05 -3.240E-05 -3.488E-04 -2.052E-06 -3.827E-05
   1.0000000E+02  2.800E+01  1.947E-04  1.024E-03 -8.465E-05 -3.797E-04  2.743E-07 -5.821E-05 -4.071E-05 -4.502E-04 -3.169E-06 -1.210E-04
   1.0500000E+02  2.800E+01  2.136E-04  1.124E-03 -8.695E-05 -3.838E-04  2.232E-07 -6.508E-05 -4.500E-05 -5.093E-04 -3.868E-06 -1.753E-04
   1.1000000E+02  2.800E+01  2.342E-04  1.236E-03 -8.923E-05 -3.856E-04  1.439E-07 -7.201E-05 -4.931E-05 -5.747E-04 -4.672E-06 -2.397E-04
   1.1500000E+02  2.800E+01  2.567E-04  1.361E-03 -9.140E-05 -3.852E-04  2.971E-08 -7.899E-05 -5.361E-05 -6.474E-04 -5.584E-06 -3.157E-04
   1.2000000E+02  2.800E+01  2.814E-04  1.500E-03 -9.340E-05 -3.822E-04 -1.270E-07 -8.602E-05 -5.824E-05 -7.283E-04 -6.611E-06 -4.051E-04
   1.2500000E+02  2.800E+01  3.087E-04  1.656E-03 -9.515E-05 -3.767E-04 -3.354E-07 -9.307E-05 -6.245E-05 -8.187E-04 -7.755E-06 -5.092E-04
   1.3000000E+02  2.800E+01  3.387E-04  1.832E-03 -9.657E-05 -3.683E-04 -6.057E-07 -1.001E-04 -6.657E-05 -9.200E-04 -9.018E-06 -6.304E-04
   1.3500000E+02  2.800E+01  3.719E-04  2.029E-03 -9.760E-05 -3.567E-04 -9.501E-07 -1.072E-04 -7.056E-05 -1.034E-03 -1.040E-05 -7.711E-04
   1.4000000E+02  2.800E+01  4.087E-04  2.252E-03 -9.815E-05 -3.418E-04 -1.382E-06 -1.142E-04 -7.438E-05 -1.162E-03 -1.189E-05 -9.341E-04
   1.4500000E+02  2.800E+01  4.497E-04  2.504E-03 -9.816E-05 -3.231E-04 -1.915E-06 -1.212E-04 -7.798E-05 -1.306E-03 -1.350E-05 -1.123E-03
   1.5000000E+02  2.800E+01  4.955E-04  2.789E-03 -9.752E-05 -3.002E-04 -2.564E-06 -1.281E-04 -8.129E-05 -1.470E-03 -1.521E-05 -1.341E-03
   1.5500000E+02  2.800E+01  5.468E-04  3.113E-03 -9.614E-05 -2.728E-04 -3.346E-06 -1.348E-04 -8.424E-05 -1.656E-03 -1.702E-05 -1.593E-03
   1.6000000E+02  2.800E+01  6.045E-04  3.481E-03 -9.392E-05 -2.404E-04 -4.278E-06 -1.414E-04 -8.678E-05 -1.867E-03 -1.892E-05 -1.883E-03
   1.7000000E+02  2.800E+01  7.430E-04  4.379E-03 -8.653E-05 -1.579E-04 -6.664E-06 -1.536E-04 -9.047E-05 -2.384E-03 -2.297E-05 -2.607E-03
   1.8000000E+02  2.800E+01  9.207E-04  5.550E-03 -7.439E-05 -4.741E-05 -9.889E-06 -1.641E-04 -9.228E-05 -3.061E-03 -2.724E-05 -3.570E-03
   1.9000000E+02  2.800E+01  1.151E-03  7.085E-03 -5.643E-05  9.722E-05 -1.413E-05 -1.721E-04 -9.198E-05 -3.950E-03 -3.163E-05 -4.850E-03
   2.0000000E+02  2.800E+01  1.449E-03  9.095E-03 -3.152E-05  2.824E-04 -1.954E-05 -1.765E-04 -8.877E-05 -5.120E-03 -3.598E-05 -6.544E-03
