      E_np       q_cm^2      F_L        F_T      F_L20      F_T20      F_LT1M1    F_LT2M1    F_TT2M2    F_'LT1M1   F_'LT2M1   F_'T10 
     [MeV]      [fm^-2]     [fm]       [fm]      [fm]       [fm]        [fm]        [fm]     [fm]        [fm]       [fm]      [fm]
    5.000E-03  1.750E+00  1.611E-02  2.034E-01 -2.908E-03  1.435E-01  2.097E-09  6.660E-04 -3.515E-01 -6.692E-03  5.285E-11 -2.489E-01
    1.000E-02  1.750E+00  2.338E-02  2.690E-01 -4.177E-03  1.897E-01  4.222E-09  9.449E-04 -4.647E-01 -9.579E-03  1.042E-10 -3.292E-01
    2.000E-02  1.750E+00  3.348E-02  3.367E-01 -5.941E-03  2.374E-01  8.554E-09  1.335E-03 -5.815E-01 -1.361E-02  2.368E-10 -4.120E-01
    5.000E-02  1.750E+00  5.294E-02  3.963E-01 -9.328E-03  2.791E-01  2.101E-08  2.096E-03 -6.837E-01 -2.152E-02  6.589E-10 -4.847E-01
    1.000E-01  1.750E+00  7.374E-02  3.937E-01 -1.291E-02  2.769E-01  4.168E-08  2.908E-03 -6.780E-01 -3.001E-02  1.330E-09 -4.813E-01
    2.000E-01  1.750E+00  1.006E-01  3.506E-01 -1.741E-02  2.457E-01  8.023E-08  3.957E-03 -6.016E-01 -4.120E-02  2.551E-09 -4.281E-01
    3.000E-01  1.750E+00  1.189E-01  3.147E-01 -2.036E-02  2.197E-01  1.131E-07  4.674E-03 -5.380E-01 -4.906E-02  3.605E-09 -3.838E-01
    4.000E-01  1.750E+00  1.326E-01  2.878E-01 -2.247E-02  2.002E-01  1.478E-07  5.216E-03 -4.899E-01 -5.520E-02  5.842E-09 -3.505E-01
    5.000E-01  1.750E+00  1.434E-01  2.670E-01 -2.404E-02  1.851E-01  1.787E-07  5.649E-03 -4.527E-01 -6.024E-02  6.827E-09 -3.248E-01
    7.500E-01  1.750E+00  1.625E-01  2.315E-01 -2.653E-02  1.588E-01  2.414E-07  6.443E-03 -3.881E-01 -7.005E-02  9.643E-09 -2.806E-01
    1.000E+00  1.750E+00  1.750E-01  2.090E-01 -2.780E-02  1.417E-01  2.980E-07  7.009E-03 -3.458E-01 -7.760E-02  1.224E-08 -2.522E-01
    2.000E+00  1.750E+00  1.991E-01  1.671E-01 -2.807E-02  1.070E-01  4.500E-07  8.532E-03 -2.579E-01 -1.009E-01  2.163E-08 -1.974E-01
    3.000E+00  1.750E+00  2.110E-01  1.531E-01 -2.587E-02  9.072E-02  5.404E-07  9.902E-03 -2.142E-01 -1.240E-01  4.543E-08 -1.760E-01
    6.000E+00  1.750E+00  2.530E-01  1.591E-01 -1.641E-02  6.848E-02  6.943E-07  1.442E-02 -1.425E-01 -2.204E-01  1.727E-07 -1.660E-01
    9.000E+00  1.750E+00  3.275E-01  1.951E-01 -4.026E-03  5.717E-02  9.975E-08  1.725E-02 -9.435E-02 -3.601E-01 -1.982E-07 -1.865E-01
    1.200E+01  1.750E+00  4.246E-01  2.417E-01  1.111E-02  4.842E-02 -4.350E-06  1.588E-02 -5.525E-02 -5.214E-01 -2.603E-06 -2.175E-01
    1.500E+01  1.750E+00  5.074E-01  2.789E-01  2.578E-02  3.997E-02 -1.638E-05  1.008E-02 -2.489E-02 -6.535E-01 -8.015E-06 -2.413E-01
    1.800E+01  1.750E+00  5.334E-01  2.868E-01  3.543E-02  3.130E-02 -3.318E-05  2.005E-03 -4.462E-03 -7.017E-01 -1.482E-05 -2.417E-01
    2.100E+01  1.750E+00  4.936E-01  2.629E-01  3.821E-02  2.313E-02 -4.607E-05 -5.353E-03  6.784E-03 -6.568E-01 -1.997E-05 -2.168E-01
    2.400E+01  1.750E+00  4.161E-01  2.216E-01  3.592E-02  1.635E-02 -5.023E-05 -1.040E-02  1.142E-02 -5.582E-01 -2.198E-05 -1.788E-01
    2.700E+01  1.750E+00  3.329E-01  1.783E-01  3.138E-02  1.127E-02 -4.735E-05 -1.309E-02  1.233E-02 -4.491E-01 -2.143E-05 -1.404E-01
    3.000E+01  1.750E+00  2.605E-01  1.409E-01  2.646E-02  7.697E-03 -4.110E-05 -1.410E-02  1.150E-02 -3.528E-01 -1.949E-05 -1.078E-01
    3.300E+01  1.750E+00  2.030E-01  1.112E-01  2.200E-02  5.248E-03 -3.415E-05 -1.407E-02  1.003E-02 -2.755E-01 -1.706E-05 -8.219E-02
    3.600E+01  1.750E+00  1.591E-01  8.848E-02  1.825E-02  3.581E-03 -2.776E-05 -1.349E-02  8.450E-03 -2.158E-01 -1.462E-05 -6.279E-02
    3.900E+01  1.750E+00  1.260E-01  7.129E-02  1.518E-02  2.439E-03 -2.236E-05 -1.265E-02  6.986E-03 -1.704E-01 -1.237E-05 -4.822E-02
    4.200E+01  1.750E+00  1.010E-01  5.827E-02  1.270E-02  1.649E-03 -1.796E-05 -1.170E-02  5.710E-03 -1.358E-01 -1.039E-05 -3.726E-02
    4.500E+01  1.750E+00  8.189E-02  4.833E-02  1.069E-02  1.097E-03 -1.445E-05 -1.075E-02  4.631E-03 -1.094E-01 -8.704E-06 -2.896E-02
    4.800E+01  1.750E+00  6.721E-02  4.066E-02  9.057E-03  7.051E-04 -1.167E-05 -9.839E-03  3.733E-03 -8.887E-02 -7.282E-06 -2.262E-02
    5.100E+01  1.750E+00  5.578E-02  3.470E-02  7.727E-03  4.253E-04 -9.478E-06 -8.986E-03  2.989E-03 -7.287E-02 -6.099E-06 -1.772E-02
    5.400E+01  1.750E+00  4.678E-02  3.000E-02  6.635E-03  2.239E-04 -7.745E-06 -8.203E-03  2.376E-03 -6.024E-02 -5.122E-06 -1.389E-02
    5.700E+01  1.750E+00  3.961E-02  2.626E-02  5.733E-03  7.844E-05 -6.372E-06 -7.490E-03  1.871E-03 -5.018E-02 -4.320E-06 -1.088E-02
    6.000E+01  1.750E+00  3.383E-02  2.325E-02  4.981E-03 -2.670E-05 -5.279E-06 -6.844E-03  1.454E-03 -4.208E-02 -3.661E-06 -8.485E-03
    6.300E+01  1.750E+00  2.913E-02  2.081E-02  4.351E-03 -1.023E-04 -4.403E-06 -6.261E-03  1.110E-03 -3.550E-02 -3.120E-06 -6.564E-03
    6.600E+01  1.750E+00  2.525E-02  1.881E-02  3.818E-03 -1.560E-04 -3.695E-06 -5.733E-03  8.254E-04 -3.012E-02 -2.674E-06 -5.011E-03
    6.900E+01  1.750E+00  2.199E-02  1.716E-02  3.363E-03 -1.931E-04 -3.120E-06 -5.256E-03  5.895E-04 -2.566E-02 -2.304E-06 -3.747E-03
    7.200E+01  1.750E+00  1.882E-02  1.579E-02  2.931E-03 -2.151E-04 -2.660E-06 -4.807E-03  3.956E-04 -2.186E-02 -1.997E-06 -2.712E-03
    7.500E+01  1.750E+00  1.757E-02  1.464E-02  2.676E-03 -2.365E-04 -2.243E-06 -4.452E-03  2.290E-04 -1.897E-02 -1.733E-06 -1.854E-03
    7.800E+01  1.750E+00  1.548E-02  1.367E-02  2.381E-03 -2.443E-04 -1.918E-06 -4.095E-03  9.385E-05 -1.634E-02 -1.512E-06 -1.146E-03
    8.100E+01  1.750E+00  1.382E-02  1.284E-02  2.131E-03 -2.536E-04 -1.642E-06 -3.780E-03 -2.114E-05 -1.412E-02 -1.324E-06 -5.555E-04
